accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
0.22,0.34,10.06,-0.02,-0.05,0.05,34.94
0.16,0.4,10.02,0.0,-0.05,0.01,34.92
0.06,0.42,10.02,-0.01,-0.04,0.01,34.92
0.05,0.43,10.0,-0.01,-0.05,0.01,34.92
0.1,0.43,10.04,-0.01,-0.05,0.01,34.91
0.08,0.41,10.03,-0.01,-0.05,0.02,34.93
0.04,0.41,10.02,-0.01,-0.06,0.01,34.94
0.03,0.45,10.05,0.01,-0.05,0.02,34.94
-0.01,0.41,10.11,-0.02,-0.04,0.02,34.91
0.03,0.42,10.04,-0.01,-0.05,0.01,34.91
0.09,0.43,10.04,-0.0,-0.05,0.01,34.93
0.05,0.44,10.04,-0.01,-0.04,0.01,34.93
0.04,0.44,10.02,-0.01,-0.05,0.01,34.92
0.03,0.44,10.04,-0.01,-0.06,0.01,34.92
0.12,0.43,10.01,-0.01,-0.04,0.01,34.93
0.06,0.45,10.03,-0.01,-0.05,0.01,34.92
0.05,0.43,10.05,-0.01,-0.06,0.01,34.92
0.11,0.4,10.04,-0.01,-0.04,0.01,34.9
0.0,0.46,10.04,-0.0,-0.04,0.01,34.92
0.02,0.47,10.1,0.01,-0.06,0.01,34.89
0.12,0.45,10.08,-0.03,-0.04,0.01,34.91
0.13,0.41,10.01,-0.01,-0.05,0.02,34.92
0.04,0.45,10.06,-0.01,-0.05,0.01,34.92
0.08,0.45,10.05,-0.01,-0.05,0.01,34.89
0.05,0.45,10.02,-0.01,-0.05,0.01,34.9
0.03,0.42,10.05,-0.01,-0.05,0.01,34.9
0.03,0.46,10.05,-0.01,-0.05,0.01,34.9
0.1,0.46,10.04,-0.01,-0.04,0.01,34.9
0.06,0.43,10.02,-0.01,-0.04,0.01,34.9
0.06,0.45,10.03,-0.01,-0.05,0.01,34.9
0.06,0.43,10.02,-0.01,-0.05,0.01,34.89
0.07,0.45,10.02,-0.01,-0.04,0.01,34.89
0.02,0.43,10.02,-0.01,-0.05,0.01,34.9
0.08,0.44,10.04,-0.01,-0.05,0.01,34.9
0.04,0.42,10.02,-0.01,-0.05,0.02,34.89
0.07,0.43,9.98,-0.03,-0.05,0.01,34.91
0.09,0.44,10.09,0.0,-0.05,0.01,34.89
0.01,0.42,10.08,-0.02,-0.04,0.02,34.89
0.05,0.42,10.02,-0.01,-0.06,0.01,34.91
0.13,0.43,10.04,-0.01,-0.04,0.01,34.9
0.04,0.44,10.01,-0.01,-0.04,0.02,34.89
0.07,0.46,10.05,-0.01,-0.05,0.01,34.9
0.08,0.44,9.99,-0.01,-0.05,0.02,34.89
0.09,0.44,10.06,-0.01,-0.06,0.01,34.91
0.09,0.4,10.06,0.01,-0.05,0.02,34.9
0.07,0.45,10.03,-0.01,-0.05,0.01,34.89
0.05,0.43,10.02,-0.01,-0.05,0.01,34.88
0.1,0.41,10.06,-0.01,-0.05,0.01,34.9
0.06,0.44,10.06,-0.01,-0.04,0.02,34.9
0.04,0.45,10.04,-0.01,-0.05,0.01,34.91
0.12,0.42,10.04,-0.01,-0.05,0.01,34.9
0.06,0.44,10.06,-0.0,-0.05,0.02,34.89
0.07,0.5,10.23,-0.02,-0.04,0.01,34.9
0.08,0.43,10.09,-0.0,-0.04,0.01,34.89
0.12,0.48,9.92,-0.01,-0.05,0.02,34.89
0.05,0.45,10.09,-0.02,-0.05,0.01,34.9
0.14,0.42,9.99,-0.01,-0.04,0.02,34.9
0.02,0.45,10.04,-0.01,-0.05,0.01,34.88
0.07,0.46,10.04,-0.01,-0.06,0.01,34.87
0.04,0.43,10.05,-0.01,-0.05,0.01,34.89
0.09,0.42,10.04,-0.01,-0.05,0.01,34.87
0.08,0.46,10.01,-0.01,-0.05,0.01,34.89
0.11,0.44,9.97,-0.01,-0.06,0.01,34.87
0.07,0.44,10.02,-0.0,-0.05,0.02,34.88
0.03,0.46,10.05,-0.0,-0.05,0.02,34.86
0.08,0.42,10.03,-0.01,-0.05,0.01,34.89
0.1,0.43,10.04,-0.01,-0.04,0.01,34.88
0.04,0.43,10.05,-0.01,-0.04,0.01,34.88
0.04,0.4,10.02,-0.01,-0.05,0.01,34.87
0.09,0.45,10.04,-0.01,-0.05,0.01,34.85
0.05,0.44,10.04,-0.01,-0.04,0.01,34.87
0.02,0.45,10.04,-0.01,-0.05,0.01,34.88
0.1,0.42,10.05,-0.01,-0.05,0.01,34.86
0.14,0.47,10.04,0.01,-0.06,0.02,34.87
0.03,0.77,10.01,-0.01,-0.05,0.02,34.87
-0.01,0.38,10.08,0.0,-0.05,0.0,34.87
0.06,0.42,9.88,-0.03,-0.05,0.01,34.89
0.1,0.46,9.92,-0.03,-0.06,0.01,34.87
0.07,0.46,9.99,0.01,-0.05,0.01,34.88
0.05,0.47,9.99,0.01,-0.06,0.01,34.85
0.11,0.45,9.98,0.01,-0.06,0.01,34.87
0.0,0.43,10.09,-0.02,-0.04,0.02,34.86
-0.02,0.43,10.09,-0.02,-0.04,0.01,34.85
0.07,0.47,10.1,-0.03,-0.04,0.01,34.84
0.08,0.43,10.0,-0.01,-0.05,0.02,34.86
0.07,0.44,10.04,-0.01,-0.05,0.01,34.86
0.07,0.42,9.93,0.01,-0.08,0.01,34.86
0.08,0.45,9.9,-0.01,-0.06,0.01,34.85
0.08,0.43,10.07,-0.01,-0.05,0.01,34.86
-0.11,0.67,10.23,0.03,-0.06,0.04,34.87
-0.01,0.63,10.04,0.0,-0.05,0.01,34.88
0.06,0.45,10.04,-0.01,-0.05,0.01,34.85
0.04,0.57,10.04,-0.01,-0.04,0.02,34.85
0.05,0.49,10.02,-0.01,-0.05,0.01,34.86
0.04,0.48,10.01,-0.01,-0.06,0.01,34.85
0.05,0.48,10.05,-0.01,-0.04,0.01,34.87
0.03,0.47,10.0,-0.01,-0.05,0.01,34.85
0.06,0.48,10.06,-0.01,-0.06,0.01,34.84
0.12,0.56,10.23,-0.01,-0.03,0.01,34.86
0.0,0.53,10.07,0.01,-0.04,0.01,34.83
0.06,0.53,10.22,-0.0,-0.05,0.01,34.86
0.03,0.48,10.02,0.01,-0.05,0.01,34.83
-0.01,0.52,10.13,-0.0,-0.04,0.01,34.84
0.08,0.48,10.02,-0.0,-0.05,0.01,34.84
0.11,0.47,9.94,-0.01,-0.05,0.01,34.87
0.11,0.48,9.96,-0.02,-0.05,0.01,34.85
0.01,0.47,10.1,-0.02,-0.05,0.01,34.85
0.06,0.47,10.02,-0.01,-0.05,0.02,34.85
0.05,0.45,10.01,-0.01,-0.05,0.01,34.86
0.07,0.46,10.01,-0.01,-0.06,0.02,34.84
0.08,0.47,10.04,-0.01,-0.04,0.02,34.86
0.02,0.49,10.07,-0.01,-0.05,0.01,34.84
0.1,0.48,10.08,-0.01,-0.06,0.01,34.85
0.01,0.5,10.04,-0.01,-0.04,0.02,34.82
-0.02,0.51,10.11,0.0,-0.05,0.01,34.83
0.1,0.48,9.99,-0.01,-0.06,0.01,34.86
0.04,0.5,10.05,-0.01,-0.05,0.02,34.86
0.03,0.49,10.05,-0.0,-0.05,0.02,34.83
0.08,0.47,10.01,-0.0,-0.05,0.01,34.84
0.06,0.46,10.04,-0.01,-0.04,0.01,34.84
0.04,0.49,10.04,-0.01,-0.05,0.01,34.84
0.07,0.49,10.04,-0.01,-0.05,0.01,34.85
0.04,0.47,10.06,-0.01,-0.04,0.01,34.85
0.02,0.48,10.03,-0.01,-0.05,0.01,34.84
0.03,0.48,10.03,-0.01,-0.06,0.02,34.84
0.08,0.49,10.06,-0.01,-0.05,0.01,34.85
0.03,0.49,10.06,-0.01,-0.05,0.01,34.86
0.07,0.49,10.07,-0.01,-0.06,0.01,34.84
0.03,0.51,10.08,0.0,-0.04,0.01,34.82
0.03,0.49,9.9,0.0,-0.06,0.01,34.83
0.14,0.53,9.95,-0.02,-0.05,0.01,34.85
0.01,0.48,10.03,-0.01,-0.05,0.02,34.83
0.05,0.47,10.03,-0.01,-0.06,0.01,34.84
0.05,0.48,10.0,-0.01,-0.04,0.01,34.84
0.03,0.52,10.05,-0.01,-0.05,0.01,34.83
0.01,0.49,10.04,-0.01,-0.05,0.01,34.84
0.09,0.49,10.0,-0.01,-0.05,0.01,34.84
0.02,0.49,10.03,-0.01,-0.04,0.01,34.84
0.01,0.47,10.02,-0.01,-0.05,0.01,34.82
0.11,0.48,10.05,-0.01,-0.05,0.01,34.84
0.04,0.45,10.01,-0.0,-0.05,0.01,34.83
0.01,0.54,10.26,-0.01,-0.04,0.01,34.83
0.09,0.49,9.94,-0.01,-0.05,0.02,34.81
0.09,0.48,10.0,-0.02,-0.05,0.02,34.82
0.09,0.48,9.91,0.0,-0.06,0.01,34.84
-0.02,0.46,10.08,-0.02,-0.04,0.01,34.81
0.0,0.47,10.08,-0.01,-0.05,0.01,34.83
0.12,0.47,10.02,-0.01,-0.06,0.01,34.82
0.03,0.48,10.05,-0.01,-0.04,0.01,34.82
0.01,0.48,10.0,-0.01,-0.05,0.01,34.84
0.04,0.46,10.02,-0.01,-0.05,0.01,34.83
0.04,0.47,10.07,-0.01,-0.05,0.01,34.81
0.07,0.5,10.01,-0.01,-0.04,0.01,34.8
0.01,0.48,10.07,-0.01,-0.04,0.01,34.81
0.05,0.5,10.06,-0.01,-0.05,0.01,34.81
0.01,0.5,9.99,-0.01,-0.05,0.01,34.79
0.12,0.49,10.08,-0.01,-0.05,0.01,34.8
0.0,0.5,10.07,-0.01,-0.05,0.01,34.81
0.04,0.47,10.03,-0.01,-0.06,0.01,34.81
0.08,0.47,10.03,-0.01,-0.04,0.01,34.8
0.02,0.48,10.03,-0.01,-0.05,0.01,34.83
0.07,0.5,10.06,-0.01,-0.05,0.01,34.8
0.04,0.5,10.07,-0.01,-0.04,0.01,34.82
0.02,0.47,10.01,-0.01,-0.05,0.01,34.82
0.09,0.45,9.86,-0.03,-0.06,0.01,34.81
0.12,0.54,9.98,-0.02,-0.05,0.01,34.82
0.01,0.46,10.07,-0.02,-0.06,0.02,34.83
0.07,0.51,10.04,-0.01,-0.04,0.01,34.8
-0.01,0.51,10.03,-0.01,-0.05,0.01,34.81
0.04,0.49,10.04,-0.01,-0.03,0.01,34.8
0.05,0.49,9.92,-0.01,-0.06,0.01,34.8
0.12,0.49,9.98,-0.01,-0.05,0.01,34.81
0.02,0.51,10.07,-0.01,-0.05,0.01,34.82
0.04,0.52,10.04,-0.01,-0.05,0.01,34.81
0.08,0.51,10.05,-0.01,-0.03,0.01,34.8
0.0,0.48,10.03,-0.01,-0.05,0.01,34.82
0.06,0.49,10.03,-0.01,-0.05,0.01,34.8
0.05,0.49,10.04,-0.01,-0.04,0.02,34.82
0.01,0.52,10.05,-0.01,-0.05,0.01,34.79
0.08,0.49,10.05,-0.01,-0.05,0.01,34.8
0.07,0.51,10.15,-0.03,-0.04,0.01,34.79
-0.02,0.54,10.22,-0.0,-0.04,0.01,34.79
0.04,0.48,10.03,-0.01,-0.05,0.01,34.82
0.1,0.48,9.98,-0.03,-0.05,0.01,34.81
0.02,0.51,10.05,0.0,-0.04,0.01,34.79
-0.02,0.5,10.07,-0.0,-0.04,0.01,34.81
0.0,0.53,10.2,-0.01,-0.05,0.01,34.78
0.1,0.49,9.97,0.0,-0.06,0.01,34.79
-0.02,0.47,10.07,-0.02,-0.05,0.01,34.79
-0.03,0.47,10.1,-0.02,-0.05,0.01,34.79
-0.01,0.48,10.06,-0.01,-0.05,0.01,34.79
0.07,0.46,10.05,-0.01,-0.06,0.02,34.81
0.05,0.47,10.02,-0.01,-0.05,0.01,34.79
0.03,0.48,10.02,-0.01,-0.06,0.02,34.8
0.08,0.47,10.04,-0.01,-0.04,0.01,34.75
0.03,0.49,10.03,-0.01,-0.05,0.01,34.81
0.08,0.46,10.03,-0.01,-0.05,0.01,34.8
0.04,0.49,10.06,-0.01,-0.04,0.01,34.8
0.01,0.49,10.05,-0.01,-0.06,0.01,34.77
0.1,0.49,10.05,-0.01,-0.05,0.01,34.79
0.03,0.49,10.03,-0.01,-0.05,0.01,34.78
0.08,0.47,10.02,-0.01,-0.05,0.02,34.79
-0.01,0.46,10.05,-0.01,-0.05,0.01,34.78
0.01,0.47,10.12,-0.02,-0.05,0.02,34.79
0.07,0.51,10.01,-0.01,-0.05,0.02,34.77
0.06,0.48,10.08,-0.01,-0.06,0.01,34.77
0.06,0.5,10.02,-0.01,-0.03,0.01,34.79
-0.02,0.43,10.05,-0.0,-0.05,0.01,34.78
0.0,0.51,10.12,-0.0,-0.05,0.01,34.76
0.06,0.5,10.06,-0.01,-0.05,0.01,34.77
-0.04,0.52,10.08,-0.0,-0.05,0.01,34.77
-0.01,0.49,10.06,-0.01,-0.05,0.01,34.77
0.08,0.49,10.05,-0.01,-0.05,0.01,34.77
0.05,0.5,10.0,-0.01,-0.05,0.01,34.79
0.06,0.48,9.95,-0.01,-0.07,0.01,34.79
0.06,0.46,10.04,-0.01,-0.06,0.01,34.77
0.1,0.49,10.02,-0.01,-0.05,0.01,34.76
0.0,0.51,10.04,-0.0,-0.05,0.01,34.77
0.04,0.52,10.07,-0.01,-0.05,0.01,34.76
0.04,0.48,10.03,-0.01,-0.03,0.01,34.77
0.01,0.48,10.02,-0.01,-0.05,0.01,34.79
0.03,0.46,10.01,-0.01,-0.05,0.01,34.79
0.05,0.48,10.04,-0.01,-0.04,0.02,34.76
0.03,0.5,10.03,-0.01,-0.05,0.01,34.77
0.06,0.51,10.0,-0.01,-0.05,0.01,34.77
0.01,0.48,10.05,-0.01,-0.04,0.02,34.79
0.05,0.46,9.87,-0.03,-0.05,0.01,34.75
-0.0,0.53,10.17,-0.0,-0.04,0.01,34.77
0.07,0.51,9.95,0.01,-0.04,0.01,34.75
0.11,0.49,9.97,-0.01,-0.06,0.02,34.76
0.02,0.5,10.06,-0.02,-0.05,0.01,34.75
0.05,0.47,10.06,-0.01,-0.05,0.01,34.74
0.04,0.5,10.05,-0.01,-0.05,0.01,34.76
0.02,0.52,10.05,-0.01,-0.05,0.01,34.74
0.02,0.55,10.06,-0.01,-0.06,0.01,34.75
0.0,0.46,10.05,-0.01,-0.05,0.01,34.77
-0.06,0.51,10.06,-0.0,-0.06,0.01,34.75
0.08,0.48,10.01,-0.0,-0.05,0.01,34.75
-0.02,0.47,10.05,-0.01,-0.05,0.02,34.76
0.05,0.48,10.04,-0.01,-0.06,0.01,34.74
0.04,0.51,10.01,-0.01,-0.04,0.01,34.73
-0.01,0.5,10.06,-0.01,-0.05,0.01,34.74
0.03,0.49,10.05,-0.01,-0.05,0.01,34.76
0.04,0.48,10.01,-0.01,-0.05,0.01,34.75
0.01,0.46,10.01,-0.01,-0.05,0.01,34.74
0.05,0.47,9.89,-0.03,-0.06,0.01,34.74
-0.03,0.49,10.09,-0.02,-0.04,0.01,34.77
-0.03,0.47,10.06,-0.02,-0.05,0.01,34.74
0.01,0.49,10.06,-0.02,-0.05,0.01,34.73
0.06,0.47,10.01,-0.01,-0.04,0.02,34.73
0.04,0.48,9.99,-0.01,-0.05,0.02,34.74
0.1,0.46,10.05,-0.01,-0.05,0.01,34.75
-0.02,0.49,10.07,-0.01,-0.04,0.01,34.74
0.02,0.49,9.94,-0.01,-0.05,0.01,34.74
0.05,0.49,10.04,-0.01,-0.05,0.01,34.75
0.04,0.53,10.06,-0.01,-0.05,0.01,34.74
0.01,0.5,10.06,-0.01,-0.04,0.01,34.73
-0.02,0.51,10.06,-0.01,-0.05,0.01,34.74
0.04,0.51,10.01,-0.01,-0.05,0.01,34.74
0.0,0.49,10.03,-0.01,-0.04,0.01,34.74
0.02,0.48,10.05,-0.01,-0.05,0.01,34.74
0.01,0.47,10.05,-0.01,-0.05,0.02,34.75
0.07,0.5,10.05,-0.01,-0.05,0.01,34.72
0.0,0.51,10.04,-0.01,-0.05,0.02,34.73
0.06,0.48,10.0,-0.01,-0.05,0.01,34.72
0.02,0.48,10.04,-0.01,-0.05,0.01,34.76
0.02,0.51,10.07,-0.01,-0.05,0.01,34.75
0.04,0.47,9.98,-0.01,-0.05,0.01,34.74
-0.01,0.5,10.01,0.01,-0.05,0.02,34.73
-0.01,0.5,10.08,-0.02,-0.04,0.01,34.72
-0.04,0.47,10.09,-0.02,-0.06,0.01,34.73
0.05,0.51,10.03,-0.01,-0.04,0.01,34.74
0.01,0.5,10.05,-0.01,-0.05,0.01,34.75
0.03,0.51,10.05,-0.01,-0.05,0.01,34.75
0.06,0.49,10.04,-0.01,-0.05,0.01,34.73
0.0,0.5,10.02,-0.01,-0.05,0.01,34.72
0.01,0.5,10.06,-0.01,-0.05,0.01,34.73
0.05,0.51,10.03,-0.01,-0.05,0.01,34.72
0.02,0.48,10.04,-0.01,-0.04,0.02,34.73
0.05,0.47,10.0,-0.01,-0.05,0.01,34.73
0.06,0.55,10.24,-0.01,-0.04,0.01,34.75
0.05,0.54,10.05,-0.02,-0.05,0.02,34.74
-0.04,0.51,10.08,-0.02,-0.04,0.01,34.74
0.02,0.49,10.06,-0.02,-0.05,0.01,34.72
0.08,0.52,10.01,-0.02,-0.05,0.01,34.72
-0.05,0.49,10.08,-0.02,-0.04,0.02,34.72
-0.11,0.44,10.06,-0.02,-0.06,0.01,34.73
0.02,0.48,10.05,-0.01,-0.04,0.01,34.72
-0.0,0.49,10.03,-0.01,-0.05,0.02,34.73
0.03,0.49,10.03,-0.02,-0.06,0.01,34.73
0.05,0.5,10.05,-0.01,-0.03,0.01,34.73
-0.02,0.51,10.04,-0.01,-0.05,0.01,34.73
-0.03,0.54,10.1,-0.0,-0.05,0.01,34.72
0.07,0.48,9.97,-0.01,-0.06,0.01,34.74
0.03,0.47,10.07,-0.01,-0.05,0.02,34.73
0.02,0.51,10.02,-0.01,-0.05,0.01,34.76
0.03,0.53,10.04,-0.01,-0.05,0.01,34.73
0.07,0.51,10.03,-0.01,-0.03,0.01,34.74
0.02,0.5,10.04,-0.01,-0.05,0.01,34.72
-0.01,0.48,10.06,-0.01,-0.05,0.01,34.71
0.07,0.48,10.04,-0.01,-0.06,0.01,34.72
0.01,0.48,10.06,-0.0,-0.05,0.02,34.73
-0.0,0.53,10.08,0.01,-0.05,0.01,34.71
-0.03,0.47,10.09,-0.02,-0.05,0.01,34.72
0.04,0.5,10.04,-0.01,-0.04,0.02,34.73
0.02,0.47,10.09,-0.01,-0.05,0.01,34.73
0.01,0.5,10.07,-0.01,-0.05,0.01,34.71
0.05,0.51,10.04,-0.01,-0.05,0.01,34.72
-0.02,0.52,10.03,-0.0,-0.02,0.03,34.73
0.06,0.52,10.0,-0.01,-0.05,0.01,34.72
-0.41,0.61,10.32,-0.17,0.09,0.03,34.73
0.07,0.21,10.01,-0.0,-0.04,-0.02,34.73
-0.05,-0.12,10.06,0.02,-0.13,0.05,34.73
0.07,0.01,9.97,-0.03,-0.04,0.01,34.72
-0.01,0.34,9.95,-0.02,-0.08,0.01,34.73
-0.05,0.32,10.07,-0.01,-0.04,0.02,34.72
-0.06,0.29,10.03,-0.01,-0.05,0.01,34.73
-0.0,0.3,10.07,-0.01,-0.05,0.01,34.71
-0.03,0.27,9.89,-0.03,-0.05,0.01,34.73
-0.06,0.28,10.01,-0.01,-0.05,0.01,34.74
-0.0,0.27,10.01,-0.02,-0.05,0.01,34.73
-0.05,0.29,10.05,-0.03,-0.05,0.01,34.73
-0.1,0.34,10.08,0.0,-0.05,0.01,34.71
-0.06,0.3,10.06,-0.01,-0.06,0.01,34.73
-0.07,0.28,10.03,-0.0,-0.04,0.02,34.7
-0.06,0.29,10.06,-0.01,-0.05,0.01,34.71
-0.02,0.29,10.05,-0.01,-0.06,0.01,34.71
-0.06,0.29,10.03,-0.01,-0.04,0.02,34.72
-0.06,0.32,10.08,-0.01,-0.05,0.01,34.73
-0.08,0.3,10.05,-0.01,-0.05,0.01,34.72
-0.05,0.28,10.02,-0.01,-0.05,0.01,34.71
-0.06,0.27,10.02,-0.0,-0.04,0.01,34.72
-0.04,0.3,10.02,-0.01,-0.05,0.01,34.69
-0.02,0.49,9.96,-0.07,-0.01,0.02,34.72
-0.48,0.16,9.77,0.06,-0.07,-0.01,34.72
-0.29,-0.08,10.12,0.06,-0.06,0.01,34.72
-0.36,-0.24,9.92,0.01,-0.08,-0.01,34.72
-0.07,0.58,10.02,-0.08,-0.08,0.05,34.72
-0.07,0.27,10.02,-0.01,-0.04,0.02,34.72
-0.08,0.28,10.08,-0.01,-0.05,0.01,34.7
0.0,0.28,10.04,-0.01,-0.05,0.01,34.72
-0.06,0.29,10.08,-0.01,-0.05,0.01,34.73
-0.06,0.27,10.02,-0.01,-0.05,0.01,34.7
0.04,0.29,9.94,-0.03,-0.04,0.01,34.73
-0.06,0.24,9.9,-0.02,-0.05,0.01,34.71
-0.06,0.28,10.04,-0.01,-0.05,0.01,34.72
-0.03,0.24,10.06,-0.01,-0.05,0.01,34.7
-0.07,0.27,10.04,-0.01,-0.05,0.01,34.7
-0.08,0.25,10.05,-0.01,-0.06,0.01,34.71
-0.02,0.26,10.04,-0.01,-0.04,0.01,34.71
-0.07,0.26,10.02,-0.01,-0.05,0.01,34.7
-0.06,0.27,10.04,-0.01,-0.06,0.01,34.72
-0.02,0.28,10.12,-0.01,-0.04,0.01,34.73
-0.02,0.26,10.03,-0.01,-0.05,0.02,34.71
-0.03,0.28,10.05,-0.01,-0.05,0.01,34.7
-0.06,0.25,10.06,-0.01,-0.03,0.02,34.72
-0.04,0.25,9.98,-0.01,-0.05,0.01,34.72
-0.1,0.24,10.01,0.0,-0.05,0.01,34.71
-0.02,0.23,9.95,-0.0,-0.06,0.01,34.71
-0.06,0.24,10.07,-0.01,-0.05,0.02,34.7
