accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
-8.27,-1.1,-0.58,-0.48,0.21,0.06,34.47
-9.0,-2.75,1.52,-0.19,0.25,0.24,34.49
-11.03,-1.89,-0.08,0.42,-0.32,-0.18,34.49
-8.38,-0.92,0.79,0.37,0.29,-0.15,34.5
-9.39,-2.76,2.39,-0.34,-0.48,0.22,34.5
-7.78,-3.09,-0.35,0.17,0.72,-0.16,34.5
-9.09,-1.91,0.55,0.78,0.05,0.23,34.49
-9.12,0.24,-2.36,-2.28,-0.35,-0.31,34.47
-8.86,-2.87,0.86,-0.42,0.1,-0.02,34.48
-9.91,-3.05,-2.4,0.05,0.13,0.02,34.48
-9.79,-0.33,0.75,0.4,0.02,-0.18,34.48
-9.39,-0.54,-1.98,-0.87,0.02,0.01,34.49
-9.71,-3.73,1.22,-0.49,-0.16,0.29,34.47
-7.98,-2.65,-0.55,-0.26,0.02,0.06,34.48
-10.26,-1.21,1.57,0.5,-0.16,-0.35,34.46
-8.58,-0.64,0.16,-0.29,-0.03,-0.07,34.48
-12.73,-2.98,1.13,-0.61,-0.65,0.45,34.46
-7.73,-2.59,0.49,0.28,0.1,-0.02,34.46
-7.83,-3.26,-0.85,-0.31,-0.17,0.11,34.48
-9.9,0.89,-0.85,-1.97,-0.24,-0.04,34.46
-8.11,-3.03,0.19,-0.82,-0.27,0.16,34.44
-13.35,-2.47,0.13,-0.28,-0.57,0.18,34.47
-8.23,-3.25,0.81,0.16,0.14,-0.05,34.45
-9.46,-2.36,-1.41,0.32,-0.32,-0.11,34.46
-8.12,-0.81,0.5,0.35,0.42,-0.02,34.45
-10.75,-1.85,-1.84,-0.56,-0.62,0.39,34.45
-7.02,-3.23,-0.42,-0.42,-0.06,0.61,34.44
-10.02,-2.03,-0.4,0.17,-0.5,-0.18,34.45
-8.79,-1.29,1.07,0.41,0.22,-0.13,34.43
-7.17,0.15,-2.31,-1.37,-0.22,0.18,34.44
-8.71,-2.46,0.01,-2.0,-0.27,0.09,34.44
-9.29,1.01,-0.85,-0.48,-0.22,-0.44,34.45
-9.91,-2.8,-1.58,0.26,-0.76,0.37,34.42
-9.42,-2.14,-0.65,-0.07,-0.14,0.08,34.42
-8.96,-1.71,0.7,0.58,-0.23,-0.18,34.44
-11.49,-2.94,-2.16,-0.13,-0.82,0.36,34.44
-8.88,-3.42,0.65,-0.03,-0.01,-0.1,34.4
-11.69,-2.38,0.07,0.33,-0.36,-0.32,34.42
-8.63,-0.18,0.97,-0.76,0.07,-0.03,34.43
-10.07,-2.71,1.25,-0.18,-0.34,0.31,34.43
-7.82,-1.99,-0.53,0.26,-0.1,0.07,34.41
-11.94,-3.11,-0.97,0.49,-0.3,-0.29,34.41
-8.43,-1.18,0.57,-0.48,0.31,-0.13,34.42
-9.62,0.12,-1.26,-2.14,0.09,0.35,34.42
-9.03,-3.08,-0.57,-0.89,-0.49,-0.06,34.43
-7.8,-1.08,-0.41,-0.39,0.13,-0.02,34.39
-13.07,-2.22,1.42,0.29,-0.38,0.28,34.41
-7.87,-2.75,-0.89,-0.32,-0.0,-0.01,34.4
-11.36,-1.03,-0.29,-0.25,-0.42,-0.27,34.41
-8.71,-0.69,0.69,0.18,0.32,-0.18,34.39
-10.7,-3.19,1.76,-0.14,-0.41,0.1,34.39
-8.06,-3.22,0.62,-0.51,0.11,0.02,34.39
-9.62,-2.36,2.78,0.87,-0.14,-0.15,34.41
-9.4,-1.63,-0.34,-0.15,0.08,0.1,34.38
-8.45,-2.98,1.07,-0.02,0.1,0.08,34.38
-10.57,-2.27,0.2,0.01,-0.64,-0.07,34.38
-9.15,-0.09,0.01,-0.78,0.12,-0.01,34.37
-9.08,-2.52,0.44,-2.03,-0.73,0.16,34.39
-8.78,-3.31,-2.31,-0.18,-0.05,-0.26,34.36
-9.12,-1.26,0.83,-0.08,0.08,-0.08,34.37
-8.21,-2.38,-1.47,0.33,-0.27,0.19,34.37
-8.34,-3.16,0.52,-0.44,0.18,-0.04,34.38
-8.62,-1.98,1.4,0.6,0.09,-0.15,34.37
-8.15,-2.03,-1.03,-0.73,0.2,0.13,34.37
-8.0,-3.22,1.13,-0.25,0.21,0.11,34.35
-11.6,-2.39,-0.05,0.53,-0.28,-0.41,34.35
-8.03,-1.44,-0.29,-0.29,0.13,0.05,34.34
-9.13,-3.55,0.85,-0.11,-0.38,0.49,34.34
-8.91,-2.37,0.7,0.83,0.34,0.12,34.34
-8.91,-1.17,-0.15,0.24,-0.09,-0.33,34.35
-9.19,-3.59,0.43,-0.25,-0.02,0.08,34.35
-8.18,-3.31,0.57,-0.15,-0.06,0.08,34.35
-8.0,-2.17,-0.87,0.07,-0.33,-0.05,34.33
-8.96,0.14,-0.97,-2.44,-0.14,0.12,34.35
-8.43,-5.19,0.58,-0.81,-0.58,-0.66,34.34
-7.87,-1.03,-0.39,1.17,0.47,0.35,34.32
-11.06,-2.97,0.19,-0.64,-1.16,0.17,34.33
-7.73,-2.91,0.92,0.49,0.15,0.01,34.31
-7.02,-3.17,-1.7,0.17,-0.34,0.29,34.32
-8.79,0.6,-0.75,-2.47,-0.19,-0.37,34.34
-9.61,-0.06,1.06,-0.37,-0.39,-0.11,34.32
-8.83,0.23,0.2,-0.42,0.53,0.16,34.31
-7.94,-2.56,-0.53,0.06,0.14,0.1,34.33
-8.67,-6.47,-1.62,1.35,0.52,-0.14,34.29
-8.83,-2.28,0.14,1.38,0.11,-0.0,34.32
-8.52,-0.91,-0.64,-0.07,0.05,0.14,34.29
-8.34,-4.19,0.45,0.43,-0.08,0.31,34.29
-9.22,-1.87,0.11,0.47,-0.05,-0.44,34.3
-9.03,-0.88,-1.1,-2.11,-0.08,0.3,34.3
-8.86,-2.92,-1.8,0.8,0.45,-0.13,34.31
-8.92,-0.93,-2.33,-0.46,-0.02,0.11,34.29
-8.73,-2.71,-1.83,0.06,-0.1,-0.04,34.29
-9.1,-0.66,-0.26,0.62,0.07,-0.03,34.28
-9.37,-1.9,-0.8,0.71,-0.26,0.09,34.29
-10.53,-4.23,-0.74,0.64,-0.55,-0.34,34.28
-9.03,-2.11,0.64,0.72,0.11,-0.0,34.28
-7.53,-1.16,-3.24,-0.48,-0.37,-0.01,34.27
-8.61,-3.03,-0.85,-2.07,-0.41,-0.14,34.26
-9.24,-0.53,1.1,-0.82,-0.52,-0.32,34.27
-8.4,-1.48,-0.11,-0.77,0.03,0.01,34.27
-8.43,-3.65,0.71,-0.13,-0.4,0.37,34.26
-8.0,-1.74,-1.68,-0.94,0.05,0.22,34.28
-8.87,-0.4,-0.53,-0.21,-0.03,-0.14,34.25
-9.67,-2.6,0.97,-1.4,-0.73,-0.07,34.26
-9.79,-3.21,0.11,-1.75,-0.24,-0.29,34.25
-9.08,-0.59,0.18,-0.27,-0.21,-0.32,34.25
-8.88,-1.22,0.91,0.44,0.22,-0.45,34.24
-8.28,0.3,-2.64,-0.93,0.18,0.02,34.24
-7.31,-4.85,0.43,-2.65,-0.65,0.34,34.26
-12.16,0.43,0.08,0.4,-0.41,-0.65,34.24
-8.81,-1.11,-0.77,-0.94,0.02,-0.24,34.24
-8.34,-1.98,1.23,0.03,0.21,-0.18,34.26
-12.84,-2.43,-0.53,-0.37,-0.16,0.52,34.24
-9.4,-2.25,0.23,0.75,-0.08,-0.13,34.24
-10.38,-4.98,-0.95,-0.12,-0.09,0.4,34.22
-10.01,-1.54,1.4,-0.46,0.14,0.05,34.23
-8.94,-0.14,-0.68,0.03,-0.16,0.13,34.24
-7.8,-1.22,2.44,-1.09,-0.29,-0.01,34.21
-6.85,-1.9,-1.68,0.36,-0.28,0.2,34.2
-8.15,-0.27,0.73,0.09,-0.0,-0.17,34.21
-8.83,-1.56,-0.56,-0.41,-0.26,-0.03,34.2
-13.95,-0.91,-0.86,0.29,-0.76,0.31,34.21
-8.63,-1.22,0.78,0.07,0.02,0.25,34.21
-8.47,-1.68,-1.08,-0.47,0.26,0.07,34.22
-11.45,-0.97,-1.3,-0.15,-0.55,-0.38,34.23
-8.86,-0.59,0.71,0.13,-0.31,-0.19,34.21
-7.47,-0.99,-0.91,-0.9,-0.12,0.04,34.21
-12.4,-0.33,-1.14,-0.45,-0.74,0.06,34.21
-9.35,-0.88,-1.04,-2.0,-0.02,0.01,34.22
-7.99,0.35,-1.41,-1.5,-0.58,-0.23,34.21
-7.2,-0.01,0.24,-0.57,0.25,0.25,34.21
-13.35,-2.18,0.3,0.07,-0.76,0.38,34.18
-8.56,-2.32,1.89,-0.46,0.4,0.1,34.21
-8.53,0.12,-1.33,-0.14,0.06,0.07,34.21
-13.06,-2.99,-0.64,0.25,-0.93,-0.34,34.18
-7.91,0.45,0.3,0.27,0.16,-0.06,34.21
-7.74,0.46,-1.8,-0.72,0.33,0.05,34.22
-9.98,-1.48,1.21,-0.4,-0.48,0.06,34.2
-8.12,-2.26,-0.07,-0.02,0.3,0.12,34.2
-10.52,-1.1,-1.69,0.2,-0.12,-0.02,34.21
-7.95,-0.92,1.06,0.78,0.5,-0.2,34.22
-9.55,1.08,-1.87,-1.67,-0.02,0.19,34.2
-8.81,-1.38,0.47,-1.62,0.1,0.06,34.19
-8.74,1.41,-0.23,-1.62,-0.1,-0.27,34.19
-6.78,-0.29,-0.59,-0.95,0.26,-0.16,34.19
-10.86,-2.12,-1.75,0.69,-0.51,0.42,34.21
-8.28,-1.85,0.64,-0.29,0.23,0.07,34.2
-7.73,-2.82,-0.23,0.93,0.52,-0.05,34.18
-9.87,-1.2,1.55,0.33,-0.06,-0.18,34.19
-7.98,-2.19,0.76,-0.34,0.02,0.02,34.19
-10.07,-2.23,1.13,-0.36,-0.26,0.26,34.19
-7.88,-2.58,0.16,0.29,0.05,-0.0,34.2
-6.95,-4.37,-0.5,0.82,0.59,0.04,34.19
-9.04,-1.22,2.02,0.21,-0.2,-0.22,34.19
-9.07,-2.63,0.46,-0.14,-0.15,0.02,34.17
-10.87,-3.55,0.89,-0.16,-0.52,0.36,34.17
-8.62,-3.25,0.09,-1.93,-0.23,0.3,34.18
-8.84,0.64,0.4,-1.32,-0.2,-0.35,34.18
-8.52,-1.47,-0.04,-0.46,0.25,0.1,34.17
-9.61,-3.18,1.26,-0.01,-0.25,0.32,34.19
-7.0,-2.94,1.19,0.3,0.1,0.02,34.17
-11.55,-2.04,-1.09,-0.06,-0.71,-0.24,34.17
-8.73,-1.07,2.99,-0.05,0.17,-0.04,34.18
-7.86,-4.19,0.75,-0.17,0.11,-0.07,34.19
-9.77,-4.02,2.02,-0.43,-0.18,0.31,34.17
-7.46,-2.63,1.21,-0.07,0.26,0.13,34.19
-12.35,-4.01,1.29,0.08,-0.59,-0.36,34.19
-8.49,-1.41,2.81,0.31,0.3,-0.14,34.19
-8.04,-3.21,1.13,-0.54,0.14,-0.0,34.17
-9.36,-3.55,2.14,-0.13,-0.6,-0.06,34.18
-9.16,1.93,0.46,-0.08,-0.36,-0.51,34.16
-7.65,-1.67,-1.0,-0.26,-0.18,-0.12,34.17
-8.74,-0.61,0.04,-0.75,0.28,0.2,34.16
-9.83,-0.67,-0.24,0.57,0.32,-0.14,34.15
-12.21,-6.88,-1.79,1.05,-0.04,-0.77,34.15
-7.72,-0.8,-0.28,-0.47,0.31,-0.17,34.16
-8.43,0.67,-4.24,0.16,0.11,0.07,34.16
-8.92,-0.27,0.17,-0.36,0.32,0.1,34.14
-9.25,-0.52,-2.53,1.68,0.06,-0.02,34.16
-9.46,0.93,0.92,0.43,-0.28,-0.32,34.17
-8.47,0.24,0.07,0.03,0.0,0.06,34.17
-10.83,-0.83,-2.22,-2.71,-0.22,-0.04,34.15
-10.09,-1.39,-1.4,-1.03,-0.01,0.08,34.15
-8.34,1.41,1.45,0.02,0.18,-0.16,34.14
-8.45,0.42,-1.12,-0.25,0.22,0.0,34.15
-10.08,-1.05,0.83,-0.41,-0.26,0.23,34.16
-8.26,-0.42,-0.71,-0.31,0.29,0.05,34.14
-9.95,-0.14,-2.45,0.06,-0.27,-0.12,34.15
-8.84,1.15,1.07,0.27,0.15,-0.08,34.15
-8.64,-0.53,-0.51,-0.83,0.07,-0.03,34.15
-9.84,-1.12,1.88,-0.22,0.03,0.23,34.14
-8.09,-0.57,-0.39,0.04,0.09,0.02,34.14
-12.05,0.73,-0.65,0.15,-0.58,-0.34,34.15
-8.47,1.78,-0.8,0.01,0.11,-0.06,34.13
-8.11,3.23,-1.6,-2.21,0.28,0.5,34.13
-8.56,-1.17,0.62,-0.97,0.21,-0.16,34.14
-13.07,0.29,0.47,0.28,-0.73,-0.56,34.13
-8.74,1.68,-0.22,0.23,0.05,0.02,34.14
-13.01,-0.14,0.18,-0.22,-0.24,0.34,34.14
-9.45,-0.91,0.33,-0.37,0.26,0.04,34.13
-9.42,0.01,-1.56,0.67,0.12,-0.05,34.12
-8.67,1.12,0.52,0.29,-0.11,-0.13,34.12
-8.05,-1.18,-0.88,-0.07,-0.1,-0.1,34.13
-13.79,0.98,-0.28,-0.01,-0.5,0.3,34.14
-8.58,-0.58,0.62,0.46,0.2,0.01,34.13
-8.05,-0.15,-1.48,0.09,0.07,0.13,34.14
-9.49,1.16,1.12,0.48,-0.27,-0.1,34.14
-8.79,1.39,-0.68,-0.6,0.52,-0.02,34.13
-8.23,-1.2,0.12,-0.09,0.21,0.04,34.14
-12.07,0.13,-0.87,0.23,-0.57,-0.16,34.13
-8.27,2.05,0.26,0.29,-0.06,-0.04,34.14
-8.22,0.32,0.02,-0.24,0.12,-0.1,34.11
-13.4,1.57,-0.53,-0.09,-0.77,0.19,34.12
-8.29,-0.3,0.92,-0.1,0.18,0.08,34.15
-8.5,-0.54,0.34,-2.0,0.15,-0.01,34.13
-8.94,3.4,0.38,-1.06,-0.1,-0.57,34.13
-7.38,0.66,-0.27,-0.65,-0.07,-0.19,34.12
-12.94,0.51,0.32,0.07,-0.75,0.32,34.17
-7.98,-1.11,-0.13,0.09,0.25,0.14,34.13
-10.28,-1.84,-2.52,0.13,-0.15,0.03,34.12
-9.3,1.4,1.26,0.55,0.07,-0.02,34.13
-10.0,0.35,-0.59,-0.52,0.23,-0.1,34.14
-10.66,-0.41,0.25,-0.18,-0.38,0.26,34.13
-8.69,-0.51,0.42,0.66,0.1,0.13,34.12
-12.0,0.46,-1.39,0.39,-0.33,-0.35,34.12
-7.96,2.34,0.6,-0.33,0.12,-0.07,34.1
-7.99,1.0,-2.38,-0.19,-0.24,0.23,34.12
-9.3,0.4,0.07,-1.37,0.27,0.02,34.14
-10.05,2.04,-0.99,-1.43,0.4,-0.81,34.11
-9.43,-0.44,-1.07,-0.88,0.02,0.16,34.13
-10.63,-0.6,0.81,-0.05,-0.17,0.31,34.12
-8.21,-0.66,0.3,-0.58,0.22,-0.07,34.13
-6.77,-1.6,-1.98,0.4,0.03,-0.02,34.12
-9.93,0.88,1.08,0.22,-0.34,-0.16,34.13
-7.97,1.17,0.31,0.04,-0.02,-0.0,34.12
-12.78,1.11,0.85,-0.07,-0.68,0.33,34.12
-8.66,-0.55,1.42,0.16,0.29,0.1,34.12
-8.21,1.57,-1.21,0.39,0.05,0.1,34.12
-12.35,0.14,1.09,-0.01,-0.67,-0.14,34.12
-8.62,1.83,1.33,0.51,0.22,-0.16,34.11
-8.36,3.64,-2.29,-1.62,0.2,0.21,34.09
-9.02,0.6,0.2,-2.23,0.3,0.06,34.1
-9.37,1.5,-2.26,-0.63,0.28,-0.05,34.12
-9.59,0.67,1.97,0.61,0.02,-0.06,34.09
-8.4,-0.08,-0.81,-0.04,-0.1,-0.08,34.09
-11.66,0.74,2.54,-0.49,-0.42,0.32,34.12
-8.63,-0.81,-0.78,-0.16,0.1,-0.01,34.08
-8.22,-0.11,-3.22,0.13,-0.11,-0.06,34.1
-9.31,1.55,1.6,0.25,0.09,-0.07,34.1
-8.85,-0.18,-0.59,0.08,0.12,-0.09,34.09
-12.92,0.56,0.79,0.2,-0.96,0.3,34.09
-7.98,-1.24,0.67,-0.18,0.1,0.0,34.08
-6.92,-1.03,-1.53,0.77,0.08,-0.11,34.09
-8.49,0.76,1.47,-0.22,0.21,0.01,34.09
-8.0,3.19,-2.8,-3.17,0.86,0.07,34.09
-9.03,-0.72,0.34,-0.59,0.09,-0.15,34.07
-14.02,0.64,-1.21,-0.12,-1.08,-0.37,34.07
-7.89,1.13,0.43,0.69,0.12,0.03,34.08
-7.75,0.81,-1.29,-1.34,0.32,-0.16,34.09
-9.13,-1.26,1.09,-0.67,0.06,0.12,34.08
-7.56,-1.15,-0.54,0.32,0.34,-0.2,34.08
-9.65,1.19,1.13,0.37,-0.06,-0.1,34.08
-9.14,-0.86,-0.49,-0.34,0.19,0.05,34.06
-9.44,0.0,0.96,-0.68,-0.16,0.13,34.07
-7.97,-2.37,0.41,-0.77,0.6,0.01,34.07
-9.76,-0.81,-1.0,0.25,0.01,-0.17,34.06
-8.33,0.62,1.82,0.23,-0.12,-0.06,34.07
-8.61,0.44,-0.73,-0.65,0.1,0.11,34.05
-8.85,-0.14,0.75,-0.46,-0.59,0.15,34.06
-9.06,1.01,-0.88,0.44,0.15,-0.01,34.05
-10.67,0.58,2.2,0.29,-0.11,-0.32,34.05
-8.07,1.23,0.62,0.2,0.02,-0.01,34.05
-9.57,-0.71,-1.95,0.27,-0.34,0.35,34.05
-7.96,0.04,0.87,-0.41,0.19,0.17,34.03
-7.75,-0.28,-1.72,0.95,0.16,0.06,34.05
-8.9,1.18,1.07,-0.13,-0.31,-0.2,34.05
-8.77,2.33,-0.57,-2.11,0.38,0.12,34.02
-8.9,-0.17,0.68,-0.5,0.2,-0.1,34.04
-7.39,-0.81,-1.88,0.38,0.25,-0.17,34.04
-8.46,0.64,2.08,0.68,-0.01,-0.14,34.04
-8.27,0.61,-0.67,-0.44,0.56,-0.0,34.04
-13.64,1.82,0.23,-0.47,-0.69,0.26,34.05
-8.56,-0.72,0.96,-0.17,0.25,0.11,34.06
-7.08,-1.9,-2.09,1.31,-0.05,-0.02,34.02
-9.64,0.63,1.45,0.46,-0.46,-0.09,34.03
-10.89,1.48,1.44,0.37,-0.14,0.11,34.03
-10.55,0.58,-2.97,0.12,-0.64,0.29,34.02
-8.27,-0.91,1.37,-0.01,0.16,0.01,34.03
-9.49,1.53,-0.74,-1.14,0.36,0.12,34.03
-9.57,-0.25,0.1,-0.45,-0.17,0.02,34.02
-8.23,-0.87,1.37,0.12,0.2,0.1,34.03
-7.55,0.39,-2.25,0.92,0.16,-0.04,34.0
-11.21,1.22,1.67,0.51,-0.13,-0.21,34.0
-8.9,1.54,0.75,-0.41,0.1,-0.03,34.02
-7.29,1.66,-1.42,-1.11,0.56,-0.1,33.99
-10.23,-0.57,1.47,-0.94,-0.38,0.12,34.0
-7.81,-0.17,-0.3,-0.8,0.27,-0.13,34.01
-11.14,0.13,-0.13,0.49,-0.49,-0.15,33.99
-8.89,0.11,-0.3,1.64,-0.1,-0.2,33.99
-9.32,0.24,-0.61,0.09,0.15,0.18,34.0
-8.91,0.61,-2.72,0.21,-0.16,0.26,33.99
-8.91,2.54,-1.79,0.5,-0.29,-0.39,33.99
-8.67,1.95,-1.6,-1.12,-0.01,0.04,33.99
-8.43,-1.96,0.06,1.36,0.04,0.34,33.98
-10.58,-0.88,1.06,0.59,-0.16,-0.39,33.97
-8.5,1.53,1.0,-0.02,-0.02,-0.39,33.96
-9.01,-2.03,0.66,-0.99,-0.5,0.5,33.99
-9.16,0.59,1.27,-0.58,-0.29,-0.25,33.97
-8.0,-1.3,-1.16,-2.44,0.17,0.35,33.99
-8.35,-0.56,-1.74,0.02,0.16,-0.32,34.01
-8.77,0.74,-0.49,-2.54,0.13,-0.66,33.97
-15.28,-0.03,-0.12,-0.26,-0.89,0.59,33.98
-8.95,-1.3,0.62,0.14,0.08,0.12,33.99
-8.98,-0.42,0.64,0.82,0.03,-0.48,33.98
-10.04,0.16,1.01,0.5,0.01,-0.19,33.96
-7.03,0.2,0.69,0.35,-0.04,0.3,33.96
-12.14,-1.07,-0.46,-0.31,-0.67,0.36,33.97
-7.97,-1.59,-0.2,-0.55,0.09,-0.05,33.96
-11.3,0.26,-0.84,0.12,-0.67,0.0,33.97
-8.57,0.22,2.03,0.62,-0.01,-0.09,33.96
-7.04,0.91,-1.06,-0.52,0.05,0.09,33.96
-8.87,-1.04,2.71,-0.13,-0.05,0.04,33.94
-9.38,0.71,0.62,0.24,0.25,0.0,33.96
-9.23,0.33,1.47,-0.35,-0.22,-0.21,33.97
-9.94,1.27,-0.68,-2.89,0.26,0.19,33.96
-8.93,-0.98,-1.2,0.63,0.26,-0.12,33.94
-9.9,-0.15,0.86,0.23,-0.22,-0.2,33.95
-8.66,-0.57,0.65,-0.41,0.03,0.04,33.95
-10.36,-1.49,2.18,-0.41,-0.33,0.36,33.96
-9.13,-1.48,0.07,-0.05,0.29,-0.1,33.93
-8.19,0.64,-0.14,-1.02,0.01,0.14,33.94
-8.85,-1.28,1.19,-0.72,-0.02,0.18,33.96
-8.93,-0.29,-1.74,-0.27,0.09,-0.03,33.93
-9.39,1.03,-2.07,-1.43,-0.0,-0.06,33.93
-8.55,-1.55,0.3,-1.03,-0.07,-0.2,33.92
-7.18,-0.89,-1.29,0.23,-0.13,-0.09,33.92
-8.7,-0.82,0.59,0.77,0.08,-0.08,33.92
-7.41,0.77,-3.1,-1.0,0.27,-0.14,33.94
-9.0,-0.96,0.75,-1.01,0.05,-0.29,33.95
-6.79,-0.81,-1.74,1.11,0.03,0.21,33.94
