accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
-14.58,-1.83,-1.3,2.08,-0.09,0.27,34.7
-6.03,-0.04,-1.03,-2.23,-0.38,-0.77,34.67
-19.72,-2.98,-3.05,1.42,0.37,-0.03,34.68
-2.92,0.74,-1.53,0.63,-0.05,0.3,34.67
-17.03,-2.33,-3.26,0.64,0.68,0.44,34.67
-14.97,-0.79,-0.02,-1.99,-0.0,-0.03,34.66
-1.81,-0.55,-2.04,-0.47,0.04,-0.27,34.67
-13.09,-3.61,-2.35,0.92,0.15,0.04,34.68
-9.06,-0.84,-0.24,0.8,-0.08,0.21,34.66
-1.24,0.98,-2.31,-3.38,0.01,-0.57,34.64
-16.05,4.45,-5.83,-1.24,0.03,-0.19,34.66
-5.43,-1.76,-0.2,-1.65,-0.2,-0.25,34.65
-0.86,-1.69,-1.36,0.36,-0.88,-0.35,34.65
-17.23,-1.7,-1.4,0.69,0.49,-0.46,34.64
-9.19,0.06,0.32,1.78,0.21,0.29,34.64
-5.85,-0.79,-0.13,0.73,0.14,0.33,34.66
-9.84,3.18,-4.64,-1.88,0.24,-0.49,34.64
-5.5,2.09,0.46,-2.1,-0.37,-0.81,34.63
-6.45,-0.11,-0.27,-0.58,-0.39,0.04,34.61
-2.39,-2.32,-6.28,-0.37,-0.48,-0.11,34.64
-18.93,0.18,-3.08,1.93,0.19,0.13,34.61
-0.96,-1.38,0.66,0.61,-0.3,0.31,34.61
-17.16,4.04,-4.51,-0.88,0.79,-0.18,34.6
-7.08,0.26,0.0,-1.61,-0.21,-0.18,34.62
-6.16,0.66,-1.64,-2.95,-0.51,-1.22,34.6
-2.55,-2.32,-7.3,-0.59,-0.63,-0.45,34.59
-18.14,-3.57,-1.19,1.27,-0.06,-0.04,34.59
-5.54,1.22,-1.41,1.09,-0.08,0.35,34.62
-3.3,1.1,-2.44,-0.01,-1.06,0.54,34.58
-15.72,0.43,-1.32,-0.96,0.09,0.11,34.58
-2.08,-0.8,0.55,-0.8,-0.25,-0.32,34.58
-19.07,-2.51,-1.6,-1.16,0.19,-0.26,34.57
-12.07,-1.41,-1.56,-0.89,-0.16,-0.45,34.57
-6.07,0.75,-1.97,1.44,-0.2,0.2,34.57
-1.22,0.25,-0.98,-0.2,-0.26,0.12,34.56
-12.35,0.43,0.07,-1.55,0.11,0.04,34.57
0.84,-0.2,-0.46,-0.03,-0.21,-0.21,34.57
-18.64,-2.85,-2.13,1.25,0.47,-0.18,34.57
-3.16,-0.17,-1.71,0.51,0.46,-0.05,34.53
-5.81,-1.56,-4.47,-3.0,0.78,-0.59,34.54
-18.34,3.47,-5.82,-1.89,0.08,-0.18,34.52
-5.69,0.4,-0.36,-1.16,0.24,-0.28,34.53
-9.94,-0.04,-3.82,-0.47,0.04,-0.58,34.54
-5.15,0.48,-2.4,0.53,-0.61,0.46,34.51
-6.44,0.99,-4.71,0.72,-0.8,0.51,34.53
-16.7,-0.38,-0.5,-1.37,0.04,-0.22,34.52
-3.86,-1.41,-2.2,-0.99,-0.3,-0.24,34.51
-4.91,0.04,-5.47,-0.75,0.01,-0.28,34.52
-18.01,-1.59,-2.65,0.34,-0.26,0.19,34.53
-3.67,-0.1,-0.84,0.35,-0.2,0.18,34.53
-19.5,0.14,-2.53,0.35,0.11,0.13,34.52
-2.83,-0.16,-2.0,0.89,0.07,0.13,34.51
-12.28,0.14,-2.09,0.44,0.49,0.06,34.52
-12.32,-2.14,-1.85,2.57,0.18,0.67,34.5
-5.1,-2.54,-5.51,2.46,-0.6,0.68,34.52
-13.7,1.6,-3.33,0.47,-0.22,0.39,34.49
-10.26,0.96,-3.26,-0.54,0.01,0.05,34.48
-4.58,-1.52,-3.02,1.58,-0.24,0.57,34.49
-15.75,0.2,-4.34,0.12,0.04,-0.23,34.49
-10.75,0.68,-4.7,-0.12,0.13,0.47,34.47
-3.9,-0.17,-3.93,-0.21,-0.36,-0.01,34.48
-7.26,-0.53,-2.63,0.49,-0.07,0.61,34.48
-11.83,-1.16,-2.26,0.5,0.5,0.1,34.5
-1.04,2.5,0.67,-0.69,-0.88,-0.92,34.47
-16.94,-3.52,-1.4,-0.67,-0.08,-0.02,34.46
-15.17,-0.91,-4.05,-2.75,0.81,-1.0,34.49
-17.03,-1.71,0.38,1.27,-0.18,-0.6,34.47
-20.77,1.93,-9.71,-1.65,-0.06,-0.94,34.47
-5.83,-0.22,-1.35,-0.23,-0.08,0.12,34.47
-0.34,-0.48,-2.82,-3.4,0.06,-0.24,34.44
-11.79,-1.92,-5.66,-3.46,-0.13,-0.73,34.44
-4.92,1.03,-1.24,1.1,0.23,0.73,34.44
-19.85,3.53,-5.06,-1.54,0.53,-0.21,34.44
-0.24,-0.33,-0.67,-0.37,-0.52,-0.26,34.44
-14.49,-0.81,0.62,2.34,0.63,0.26,34.44
-1.69,-0.29,-1.38,0.41,-0.02,-0.01,34.45
-18.77,1.46,-7.62,-0.04,0.57,-0.16,34.43
-9.97,0.57,0.95,-2.01,-0.04,-0.29,34.44
-5.28,1.08,-2.03,-3.7,0.27,-0.56,34.43
-2.91,-0.55,-1.62,-0.57,-0.19,-0.57,34.43
-7.99,-0.97,0.1,-1.99,-0.05,-0.19,34.42
-4.18,0.49,1.34,-0.18,-0.47,-0.23,34.42
-20.79,-5.39,-1.46,0.51,0.19,-0.19,34.41
-1.36,0.02,-1.74,-0.09,-0.29,0.14,34.42
-6.05,2.44,-4.25,-4.27,0.01,-0.5,34.41
-11.1,-0.7,-6.58,-0.83,0.15,0.04,34.4
-5.59,0.44,-0.54,-1.03,0.29,-0.28,34.43
-7.89,-2.66,1.83,-0.55,-0.71,-0.56,34.39
-17.9,-1.89,-1.09,1.54,0.2,-0.14,34.4
-4.62,0.17,0.77,0.76,0.24,0.26,34.41
-5.5,0.96,0.97,1.49,-0.09,0.39,34.4
-5.29,1.28,-7.47,0.38,-0.38,0.42,34.39
-18.8,3.34,-1.58,-2.68,0.16,-0.94,34.4
-15.52,2.0,-4.0,-1.31,0.28,-0.11,34.39
-4.61,0.75,-1.25,-1.18,0.04,-0.42,34.39
-4.73,-0.21,1.86,0.14,-0.61,-0.02,34.38
-17.59,-5.48,-1.2,1.12,0.91,-0.19,34.36
-7.45,-0.91,-0.01,1.69,-0.14,0.32,34.38
1.07,0.97,-3.48,-4.34,-0.29,-0.07,34.38
-0.92,1.51,-1.06,-0.51,-0.75,0.14,34.38
-15.54,-0.84,-0.37,-2.09,0.01,-0.23,34.37
-0.84,0.15,-1.7,-0.3,-0.12,-0.28,34.37
-19.26,-0.92,-1.15,0.18,0.13,-0.54,34.35
-5.73,-0.77,0.74,1.45,-0.24,0.19,34.37
-0.3,-0.28,-3.24,-4.07,0.11,-0.14,34.37
-20.77,7.23,-3.96,-2.12,0.29,-0.33,34.36
-3.06,-0.39,-2.1,-1.41,-0.3,-0.4,34.37
-1.1,-1.71,-4.91,-0.15,-0.82,-0.37,34.36
-13.75,-1.15,1.62,2.08,-0.28,0.44,34.35
-0.23,1.24,-0.95,1.13,-0.4,0.45,34.37
-13.34,-0.59,-1.51,-2.59,-0.33,-0.71,34.36
-0.22,-0.72,-1.43,-0.84,-0.28,-0.43,34.36
-16.8,-6.67,-3.49,0.5,0.46,-0.18,34.36
-5.63,-0.84,-0.82,1.78,-0.33,0.24,34.34
-17.31,0.74,-2.95,1.87,0.68,-0.09,34.34
-7.87,-0.66,-1.96,-1.86,-0.19,-0.35,34.33
-6.48,-1.64,-3.13,0.15,-0.27,-0.17,34.34
-12.56,-2.01,0.13,-0.67,0.2,-0.3,34.33
-4.04,-0.94,-0.48,0.02,-0.53,0.11,34.34
-14.91,-0.15,-6.84,2.08,0.08,0.79,34.33
-5.91,-0.54,-1.16,-0.07,-0.04,-0.19,34.33
-6.7,-0.11,-1.98,-0.45,-0.44,-0.26,34.35
-17.24,-2.31,-1.45,-1.57,0.07,-0.48,34.35
-6.7,-0.01,-2.11,0.53,-0.26,-0.35,34.34
-4.92,0.34,-5.53,-1.09,-0.3,-0.11,34.35
-12.71,2.53,-2.21,-2.63,-0.23,-1.0,34.31
-6.45,-0.07,0.73,0.05,-0.11,0.11,34.32
-18.04,-3.17,-1.17,-0.52,0.01,0.06,34.33
-3.62,0.69,-1.53,-0.35,-0.24,0.85,34.31
-10.48,3.54,-2.68,-1.14,0.3,-0.1,34.31
-6.75,0.74,-0.62,-2.03,-0.1,-0.7,34.31
-7.6,-0.0,-1.26,-1.03,-0.26,-0.03,34.29
-12.99,-4.38,-3.16,0.65,0.3,0.42,34.32
-9.17,-1.13,-4.3,0.56,0.31,0.93,34.32
-13.08,0.57,-2.7,1.45,0.02,-0.11,34.32
-11.11,-1.51,0.23,0.11,-0.11,0.15,34.3
-3.91,-1.16,-0.01,-0.11,-0.66,-0.06,34.29
-3.66,-0.63,-2.52,-2.18,-0.26,-0.13,34.3
-18.41,-0.98,-3.8,-0.61,0.49,-0.24,34.3
-5.8,0.11,-0.24,-1.65,0.15,-0.18,34.29
-10.28,-1.63,-6.56,-1.64,0.04,-0.15,34.31
-14.52,-2.6,1.6,-0.76,-0.07,0.18,34.27
-1.15,-1.7,-1.12,2.27,0.01,0.46,34.29
-4.97,-1.88,-4.32,2.37,-0.06,-0.13,34.28
-12.88,-0.93,-0.77,1.77,0.03,0.26,34.29
-3.34,-0.44,-0.88,-1.51,-0.47,-0.18,34.28
-4.83,0.96,-3.49,-1.98,-0.68,0.12,34.29
-11.47,-0.75,-0.57,-1.71,-0.01,-0.32,34.28
-2.38,0.21,-0.9,-0.59,-0.52,-0.36,34.26
-15.8,-2.56,-1.08,-1.89,-0.0,-0.82,34.28
-4.88,-0.36,-0.52,1.04,0.0,0.41,34.29
-8.15,0.11,-5.07,-0.02,-0.38,0.01,34.27
-6.7,1.67,-1.95,-2.7,-0.08,-1.26,34.27
-6.68,-0.52,0.11,-0.94,-0.56,-0.39,34.28
-6.59,0.09,-3.73,-0.24,-0.23,-0.4,34.24
-16.08,0.01,-0.87,-1.77,0.25,-0.43,34.27
-2.03,0.23,-1.18,0.82,0.02,0.47,34.25
-7.39,0.28,-5.44,0.64,-0.26,0.05,34.28
-18.97,1.15,-0.72,-3.65,-0.5,-0.5,34.27
-4.49,-2.1,-1.24,0.39,0.04,-0.47,34.26
-17.65,-2.97,-7.9,-1.49,1.12,0.31,34.26
-14.51,-0.74,-10.12,-0.59,-0.04,0.44,34.26
-2.49,0.71,-1.59,-1.49,-0.64,-0.56,34.26
-19.08,-5.26,-2.31,1.36,0.62,0.07,34.26
-2.28,1.5,-1.01,1.33,0.01,0.25,34.24
-19.45,-2.6,-1.16,1.72,0.56,-0.5,34.24
-3.94,-0.36,-0.32,-1.13,0.19,-0.22,34.27
-6.45,-1.2,1.01,0.13,-0.67,-0.08,34.24
-6.11,-0.21,0.77,-0.01,-0.23,-0.17,34.24
-22.23,-3.33,1.16,-0.03,0.24,-0.01,34.25
-2.75,-1.12,-0.79,0.29,0.3,0.27,34.23
-13.41,-1.13,-4.13,0.46,0.04,0.16,34.24
-2.66,0.02,-1.08,-0.15,-0.21,0.08,34.24
-10.03,-1.54,-3.47,-0.75,-0.6,-0.61,34.23
-10.3,-1.12,-0.93,-0.11,-0.02,0.29,34.22
-6.25,0.02,-0.61,-0.65,-0.2,-0.02,34.24
-18.77,3.11,-6.4,0.26,0.57,0.09,34.23
-6.41,-1.64,1.3,-1.51,0.1,-0.4,34.22
-6.55,1.04,-4.59,-0.47,-0.05,-0.62,34.22
-10.04,0.64,-0.03,1.83,-0.04,0.1,34.23
-0.91,-1.3,0.13,0.64,-0.06,0.13,34.22
-19.3,-0.39,-0.16,-1.18,0.1,0.14,34.22
0.94,-0.11,-1.15,-0.61,-0.15,-0.35,34.2
-8.32,-2.25,-2.94,-2.25,-0.44,-0.37,34.22
-15.14,-1.86,-3.33,0.53,0.08,0.13,34.22
-3.25,0.41,0.27,0.52,-0.14,0.65,34.21
-21.96,3.73,-0.08,-2.09,0.26,0.03,34.19
-3.09,-0.29,-2.4,-1.36,-0.56,-0.26,34.22
-18.5,-4.22,-4.04,0.16,0.51,0.07,34.21
-7.55,-0.29,0.54,2.41,0.44,0.49,34.21
-6.7,-3.2,0.78,-0.02,-1.02,-0.11,34.21
-15.64,-1.15,-1.87,-2.05,-0.0,-0.14,34.23
-5.26,1.55,-1.8,-1.92,-0.57,-0.62,34.2
-6.93,-2.31,-2.86,0.82,-0.47,-0.26,34.21
-11.25,-2.0,-0.0,1.92,0.25,0.15,34.2
-4.54,-2.51,0.39,-0.07,-0.69,0.3,34.21
-20.48,1.75,-2.8,-1.15,0.56,-0.07,34.18
-2.34,-1.53,-0.3,-1.35,-0.21,-0.18,34.18
-3.52,-6.6,-3.58,1.48,-1.6,0.23,34.22
-15.03,-4.2,-1.39,1.21,-0.01,-0.2,34.2
-6.77,1.66,-8.81,-0.86,-0.85,0.06,34.2
-11.96,0.38,-2.43,-3.59,-0.96,-0.76,34.18
0.64,-0.49,-0.23,0.15,-0.69,-0.56,34.17
-17.66,-1.22,-0.04,2.22,0.12,-0.06,34.18
-1.48,0.11,-0.22,0.88,-0.61,0.01,34.18
-13.33,0.81,-0.13,-2.02,0.22,-0.11,34.18
-0.65,0.63,-1.95,-3.05,-0.15,-0.27,34.18
-12.59,-1.8,-3.77,0.03,-0.11,-0.72,34.17
-8.23,-1.39,-0.36,2.15,0.52,0.42,34.17
-2.37,-1.24,0.43,0.42,-0.79,0.75,34.17
-18.66,0.44,-2.47,-1.72,-0.23,0.09,34.18
-1.22,0.43,-1.0,-3.29,-0.8,-0.16,34.19
-8.79,-1.53,-4.49,-0.24,-0.28,-0.63,34.16
-5.99,1.27,-0.48,1.64,1.05,0.37,34.17
-16.23,-0.08,-1.3,0.09,0.29,0.29,34.15
-8.42,-1.2,-0.39,-1.98,-0.21,-0.35,34.16
-3.22,1.11,-1.88,-3.1,-0.14,-0.49,34.18
-2.93,-2.62,0.28,0.83,-1.03,-0.19,34.18
-7.98,-1.52,-0.15,-0.97,-0.18,-0.25,34.16
-0.33,-1.69,-3.29,3.19,0.29,0.25,34.17
-19.46,-5.46,-0.28,1.74,0.3,-0.17,34.16
-2.18,1.11,-0.68,0.74,0.34,0.59,34.15
-14.17,-1.4,-10.46,0.7,0.08,-0.12,34.16
-5.05,-1.45,0.12,-1.04,-0.16,-0.18,34.14
-2.42,0.46,-0.05,-0.73,-0.75,-0.08,34.17
-20.81,-3.18,-2.41,-0.21,0.14,-0.15,34.14
-5.18,0.06,0.63,-0.15,-0.46,0.56,34.15
-20.98,2.07,-3.63,-1.33,0.38,0.07,34.14
-4.02,-0.41,-0.38,-0.48,0.06,-0.23,34.14
-15.48,-7.42,-2.89,1.67,0.62,0.47,34.14
-4.87,0.78,-0.15,1.45,0.29,0.59,34.14
-19.78,-3.17,-4.44,0.75,0.45,0.26,34.13
-5.51,-0.91,-1.28,-2.69,-0.23,-1.05,34.14
-1.4,-4.96,-2.71,1.25,-1.35,0.01,34.14
-10.71,-1.54,-1.16,2.26,-0.1,0.39,34.14
-4.24,0.67,-1.0,-0.67,-0.81,0.52,34.12
-7.86,0.74,-1.06,1.16,0.4,0.64,34.13
-15.17,-3.23,-4.88,0.09,-0.33,-0.04,34.12
-8.37,-0.11,-4.23,-0.54,-0.43,-0.71,34.15
-3.69,0.65,-0.85,1.06,-0.58,0.3,34.12
-12.04,-2.44,-1.15,-0.26,0.09,-0.01,34.14
-18.56,-0.85,-0.85,1.48,0.5,0.93,34.13
0.57,-0.75,-0.85,-0.96,0.25,-0.27,34.12
-14.52,-1.79,-2.46,0.68,-0.14,-0.24,34.13
-8.55,-2.27,-2.19,-1.76,-0.52,-0.03,34.13
-11.86,2.73,-9.17,-0.79,-0.42,-0.96,34.11
-5.1,-0.1,-0.8,1.49,0.08,0.42,34.12
-16.99,-0.17,-2.77,-0.18,0.33,0.52,34.11
-7.1,-1.26,1.12,-0.4,0.06,-0.5,34.1
-16.92,-0.01,-1.2,0.02,0.04,-0.26,34.1
-8.65,0.81,0.23,1.56,-0.17,0.26,34.1
1.24,-0.49,-2.12,-1.94,-0.03,-0.02,34.12
-19.47,3.51,-2.14,-2.38,-0.21,-0.13,34.12
-5.16,0.46,-0.47,-1.37,-0.23,-0.3,34.12
-7.22,-0.07,-2.3,-0.2,-0.92,-0.34,34.12
-16.47,-3.13,0.62,1.46,0.38,-0.29,34.12
-1.84,0.53,-1.21,0.88,0.29,0.18,34.11
-4.47,1.08,-5.25,-4.45,-0.55,-0.56,34.13
-8.51,-0.35,0.7,-1.92,0.19,-0.2,34.12
-4.46,-1.98,1.47,-0.43,-0.29,-0.16,34.11
-17.24,-3.86,-0.21,-0.57,0.11,-0.36,34.11
-9.79,-0.16,-0.26,-0.88,0.1,0.09,34.1
-3.22,-0.38,-1.88,-0.27,-1.85,0.35,34.11
-24.16,2.32,0.0,-0.99,0.78,0.26,34.11
-3.96,0.63,-1.25,-1.31,0.19,-0.17,34.09
-16.0,-0.68,-5.0,-1.23,0.37,-0.58,34.09
-12.77,1.76,-2.63,-2.09,0.13,-0.31,34.09
-1.68,-0.16,0.73,-0.88,-1.15,0.45,34.07
-15.51,-0.46,-0.35,-1.68,0.42,0.05,34.09
-3.11,0.43,0.29,-0.65,-0.16,-0.14,34.09
-8.62,0.59,1.36,-1.25,-0.04,-0.34,34.1
-11.79,0.43,-4.82,-0.65,-0.7,-0.58,34.09
-7.34,0.22,-0.36,1.93,0.66,0.25,34.1
-4.17,2.62,-3.54,-0.51,-0.74,0.54,34.1
-8.96,-1.52,-0.12,-2.49,0.05,-0.3,34.1
-0.6,-2.3,-1.42,0.96,0.37,-0.05,34.09
-7.17,0.06,-2.55,-1.65,0.05,0.07,34.07
0.86,-0.24,-0.87,-1.05,-0.02,0.13,34.08
-15.41,-3.72,-1.59,-1.14,0.17,0.0,34.08
-2.81,-0.03,0.88,-0.62,-0.61,-0.49,34.06
-13.1,-2.5,0.28,1.59,0.4,0.02,34.07
-1.1,-1.22,0.36,-0.18,-0.37,0.37,34.08
-21.03,0.96,-0.94,-1.81,0.41,-0.06,34.09
-1.01,0.61,-0.96,-0.15,-0.33,-0.31,34.08
-15.79,-3.26,-2.17,0.55,0.72,-0.24,34.06
-5.15,0.45,-0.52,-1.28,-1.16,0.03,34.07
-2.17,1.31,-1.26,-0.58,-0.84,-0.15,34.08
-7.11,-1.44,0.42,-1.77,-0.32,-0.55,34.06
-2.82,-1.24,0.11,0.07,-0.48,-0.01,34.07
-12.07,-1.86,-1.87,2.46,0.42,0.72,34.05
-3.62,0.66,-2.05,-0.41,-0.92,0.08,34.02
-9.95,-0.39,0.14,-1.54,0.11,-0.47,34.05
-4.21,-1.31,-1.71,-2.16,-0.31,-0.1,34.06
-10.81,1.92,-4.7,-0.53,-0.87,0.2,34.03
-7.01,-0.79,0.13,-2.0,0.44,-0.11,34.05
-6.56,-0.52,0.74,0.21,-0.79,-0.1,34.05
-8.03,-0.58,-0.7,2.01,0.09,0.4,34.05
-7.24,1.44,-3.8,0.37,-1.19,0.18,34.05
-17.65,2.21,1.56,-3.33,-0.47,-0.51,34.04
-5.93,1.69,-1.64,-0.86,-0.27,-0.67,34.04
-14.62,-5.7,-1.15,1.74,0.11,0.21,34.06
-2.86,-0.09,-1.72,0.55,0.15,0.24,34.03
-18.76,2.64,3.63,-1.25,0.91,0.01,34.04
-7.45,-0.11,1.24,-0.22,0.08,-0.45,34.03
-8.83,0.39,-0.5,2.96,0.36,0.51,34.02
-3.16,0.24,-0.86,-0.31,-0.39,0.34,34.04
-13.07,0.81,-2.3,-2.64,0.44,-0.02,34.04
-5.09,1.05,-0.37,-2.29,-0.36,-0.55,34.04
-17.53,-2.02,-0.36,1.45,0.59,0.5,34.03
-3.68,0.31,0.86,-0.44,0.12,0.38,34.04
-21.67,2.23,-1.95,-0.77,0.69,0.09,34.05
-2.78,-0.69,0.25,-2.32,-0.01,-0.21,34.03
-11.35,-0.36,-3.06,-0.55,0.34,0.08,34.04
-3.93,0.45,-0.21,1.46,0.18,0.47,34.05
-7.56,2.13,-9.26,-0.32,-1.35,0.02,34.04
-22.12,2.36,0.78,-3.01,0.26,-0.44,34.06
-4.28,1.06,-1.16,-1.32,-0.2,-0.32,34.03
-10.37,1.87,-5.77,-0.67,0.01,-0.66,34.04
-2.2,1.18,-3.01,1.79,0.22,0.03,34.02
-6.87,1.28,-5.57,-0.92,-1.89,0.35,34.04
-8.84,-0.92,1.25,-1.26,0.79,-0.08,34.05
-1.66,0.87,-0.75,-2.67,-0.2,-0.18,34.05
-19.91,-3.01,-0.3,1.23,0.51,-0.66,34.03
-4.31,0.43,-1.63,1.65,-0.15,0.15,34.03
-10.94,0.72,-4.81,-1.22,-0.07,-0.26,34.02
-4.06,-0.96,0.4,-0.75,-0.13,-0.02,34.02
-8.14,-2.72,-4.89,0.83,-0.56,-0.25,34.05
-6.42,-0.11,0.24,1.36,0.44,0.17,34.04
-5.02,-0.33,-2.1,-0.1,-0.88,0.18,34.04
