accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
-9.24,0.92,1.36,-0.3,-0.08,0.06,32.8
-8.74,0.87,0.47,-0.48,0.16,0.24,32.79
-8.92,0.69,0.7,0.55,0.05,-0.21,32.79
-2.35,-0.26,-1.8,0.12,0.12,-0.37,32.8
-8.89,1.02,1.87,-0.06,-0.14,-0.09,32.82
-9.04,0.72,1.97,-0.07,-0.75,-0.04,32.81
-8.82,0.79,1.56,-0.08,-0.0,0.07,32.82
-8.99,0.65,2.13,0.01,0.03,-0.01,32.83
-8.88,0.74,2.22,0.0,-0.03,0.01,32.82
-9.1,0.75,1.73,-0.24,-0.22,0.11,32.84
-8.88,0.81,2.12,-0.06,-0.2,-0.02,32.82
-8.75,0.4,2.45,0.19,0.08,-0.22,32.83
-8.99,0.2,1.35,-0.28,-0.19,0.14,32.84
-9.17,0.52,1.41,-0.01,-0.03,-0.02,32.86
-9.13,0.38,1.87,-0.0,0.0,0.02,32.84
-9.17,0.04,1.68,0.11,-0.02,-0.08,32.86
-9.0,0.07,1.44,-0.05,-0.08,-0.06,32.84
-9.0,0.47,0.83,-0.01,-0.11,0.12,32.86
-9.14,-0.06,0.99,-0.04,-0.14,0.03,32.84
-9.22,0.03,2.41,-0.16,-0.02,0.11,32.86
-8.88,0.32,2.52,0.1,-0.04,-0.07,32.86
-8.71,0.08,3.02,0.26,0.01,0.01,32.85
-8.91,-0.16,1.86,-0.29,0.0,0.15,32.88
-8.82,-0.28,2.36,0.28,-0.18,-0.1,32.88
-9.56,-0.72,3.52,0.26,-0.2,0.33,32.89
-9.11,0.7,3.09,0.3,-0.23,-0.12,32.87
-9.05,-0.99,2.71,-0.09,-0.16,0.34,32.89
-8.44,-0.59,1.92,0.07,0.32,-0.1,32.9
-8.97,-0.03,2.27,-0.29,-0.24,-0.05,32.89
-8.47,0.51,1.36,0.0,-0.31,-0.1,32.87
-8.67,0.53,2.36,-0.14,-0.11,-0.1,32.89
-9.07,0.89,1.65,0.02,0.03,0.17,32.9
-8.7,0.53,1.79,-0.13,-0.24,0.04,32.9
-8.89,0.18,2.3,0.17,0.03,-0.0,32.9
-9.19,1.41,2.64,-0.22,0.05,0.16,32.89
-8.93,0.35,2.1,-0.09,-0.15,-0.04,32.92
-8.91,0.22,1.99,-0.03,-0.04,0.05,32.92
-8.69,-0.28,1.95,0.02,0.09,0.09,32.91
-9.77,0.23,2.3,0.07,-0.05,0.05,32.92
-9.13,0.22,1.59,-0.07,-0.07,-0.08,32.93
-9.18,-0.14,1.76,-0.05,-0.11,0.08,32.92
-8.99,-0.49,1.58,0.13,-0.18,0.06,32.93
-9.18,-0.24,2.08,-0.01,-0.31,0.09,32.93
-9.0,-0.08,1.88,0.02,-0.12,-0.0,32.93
-8.98,-0.14,2.32,0.11,-0.06,0.04,32.92
-9.38,0.19,2.01,0.31,-0.07,-0.07,32.92
-8.66,0.62,2.49,-0.05,-0.01,0.06,32.94
-8.94,-0.05,2.18,0.01,-0.46,-0.09,32.94
-9.04,0.99,1.9,-0.4,-0.33,0.69,32.94
-8.94,1.55,1.6,-0.08,-0.17,0.09,32.93
-8.99,1.59,1.06,-0.07,-0.12,0.04,32.92
-9.09,1.57,0.99,-0.05,-0.03,-0.03,32.94
-8.74,0.86,0.97,1.33,0.12,-0.56,32.95
-8.78,1.69,2.42,-0.07,-0.14,0.01,32.97
-9.0,1.01,1.81,-0.08,-0.19,0.19,32.96
-8.87,2.04,0.96,-0.76,0.3,-0.85,32.96
-9.26,-0.67,2.43,0.11,-0.03,0.21,32.98
-8.48,-0.23,2.06,-0.06,0.07,-0.13,32.98
-8.76,-0.18,0.69,-0.02,-0.19,-0.03,32.96
-8.96,-0.37,1.01,-0.09,-0.12,0.04,32.98
-9.08,-0.3,2.49,0.0,-0.1,0.13,33.0
-8.99,-0.27,1.57,-0.06,0.39,0.14,33.01
-9.1,-0.35,0.6,-0.19,-0.02,-0.01,32.99
-9.14,-0.56,1.34,0.02,-0.07,-0.01,32.99
-9.31,0.15,1.48,0.03,0.13,-0.02,33.01
-9.06,-0.23,1.19,-0.02,-0.06,-0.07,33.01
-9.15,0.18,0.66,-0.03,-0.01,-0.02,33.02
-9.37,-1.25,0.33,-0.12,0.2,0.09,33.02
-9.17,-0.2,1.13,0.01,-0.18,0.07,33.04
-9.18,-0.29,1.31,-0.02,-0.08,0.02,33.02
-9.1,-0.18,1.3,-0.06,-0.09,-0.01,33.02
-9.11,-0.52,1.54,0.06,-0.15,-0.02,33.04
-9.15,-0.35,1.05,0.05,-0.09,0.06,33.05
-9.17,-0.33,1.18,-0.02,0.01,-0.03,33.06
-9.29,0.2,1.31,-0.19,-0.19,-0.14,33.06
-9.2,-1.0,1.3,-0.02,0.1,0.03,33.05
-9.28,-0.27,0.69,0.06,-0.05,0.08,33.07
-9.42,-0.51,0.43,0.34,-0.05,0.25,33.07
-9.0,0.83,0.49,0.03,-0.04,-0.0,33.08
-9.17,0.9,0.18,0.05,0.02,0.04,33.08
-8.87,0.39,1.09,-0.18,-0.11,0.05,33.07
-9.08,0.29,1.17,-0.09,-0.03,0.02,33.09
-9.12,0.2,0.89,0.02,-0.05,0.03,33.1
-9.04,0.2,0.78,-0.12,-0.03,0.03,33.09
-8.71,-0.14,1.37,0.21,0.12,-0.14,33.11
-9.09,-1.7,0.48,-0.26,-0.5,0.39,33.13
-8.79,1.36,1.49,0.23,-0.1,-0.11,33.11
-9.14,-1.23,1.02,-0.62,-0.04,0.09,33.13
-9.0,1.2,0.44,-0.83,0.2,0.08,33.12
-8.95,-1.58,0.78,0.02,0.05,0.06,33.1
-9.23,1.37,0.71,0.16,-0.23,-0.03,33.12
-9.03,0.57,1.29,-0.0,-0.02,0.02,33.13
-9.1,0.52,1.24,0.02,-0.08,0.03,33.13
-9.12,0.46,1.37,0.15,-0.08,-0.03,33.14
-9.0,0.13,1.53,0.09,0.06,-0.07,33.13
-9.03,0.4,1.22,-0.39,0.01,0.15,33.17
-9.05,0.59,1.35,0.03,0.03,0.01,33.18
-9.06,0.06,1.07,0.67,-0.01,-0.14,33.17
-8.85,-0.8,0.55,-0.1,-0.2,0.11,33.18
-9.07,0.96,0.96,-0.62,0.03,0.22,33.17
-9.1,0.03,1.57,-0.09,-0.13,0.02,33.2
-9.0,0.04,1.61,-0.05,-0.11,-0.02,33.19
-9.1,-0.14,1.55,-0.0,-0.01,0.0,33.19
-9.1,-0.1,1.34,-0.01,-0.02,0.02,33.21
-9.08,-0.07,1.3,0.01,-0.06,0.0,33.21
-9.16,-0.05,1.35,-0.0,-0.03,0.0,33.21
-9.07,-0.0,1.3,-0.03,-0.02,0.02,33.23
-9.16,-0.04,1.51,-0.01,-0.11,-0.01,33.23
-9.03,-0.01,1.43,-0.01,-0.02,-0.01,33.22
-9.1,-0.06,1.3,-0.0,-0.05,0.02,33.2
-9.16,0.15,1.07,0.02,0.04,-0.07,33.22
-8.97,-1.86,-0.11,0.58,-0.14,0.24,33.24
-9.65,1.02,1.08,0.75,-0.2,0.19,33.24
-9.17,-1.34,0.23,0.87,0.3,-0.24,33.25
-8.99,0.25,1.18,-0.49,-0.09,0.07,33.23
-9.49,-1.34,0.48,0.02,-0.07,-0.16,33.24
-9.19,-1.21,0.9,0.01,-0.1,0.0,33.26
-9.07,-1.17,0.88,-0.37,-0.18,0.19,33.25
-8.83,0.07,2.05,-0.55,-0.12,0.26,33.26
-9.04,-0.4,1.58,-0.19,0.03,0.06,33.25
-8.98,0.32,2.34,-0.0,-0.06,0.01,33.27
-8.94,0.36,2.38,-0.03,-0.03,0.01,33.28
-8.95,0.3,2.45,0.03,-0.03,0.0,33.27
-8.92,0.41,2.53,-0.02,-0.03,0.02,33.3
-8.95,0.47,2.53,0.01,-0.07,0.03,33.28
-8.84,0.5,2.71,-0.02,-0.15,-0.0,33.27
-8.99,0.0,2.52,0.07,-0.03,-0.07,33.28
-8.93,0.28,2.48,0.03,0.0,-0.03,33.29
-8.98,0.03,1.75,-0.1,0.07,0.01,33.27
-9.05,-0.06,0.85,-0.0,-0.08,0.04,33.3
-9.25,0.0,0.93,0.02,-0.01,0.0,33.28
-9.12,-0.09,1.41,-0.0,-0.15,0.01,33.32
-9.13,0.12,1.87,-0.04,-0.07,0.01,33.3
-9.02,0.05,1.73,-0.12,-0.02,-0.03,33.29
-9.08,0.01,1.53,-0.1,-0.01,-0.01,33.3
-9.26,0.23,2.09,0.09,-0.13,-0.06,33.29
-9.08,0.02,0.91,-0.11,-0.3,0.0,33.33
-9.01,-0.04,1.5,0.06,-0.08,0.0,33.31
-9.23,-0.01,1.79,-0.01,-0.07,0.04,33.31
-9.07,-0.06,1.82,0.03,-0.01,0.03,33.32
-9.02,-0.08,1.86,-0.02,-0.09,0.01,33.33
-9.06,-0.14,1.9,-0.02,-0.07,0.02,33.33
-9.0,-0.06,1.77,-0.01,-0.04,0.04,33.32
-8.97,-0.13,1.83,-0.01,-0.07,0.01,33.34
-9.04,-0.11,1.66,-0.03,-0.01,0.01,33.36
-9.09,-0.11,1.81,0.03,0.01,0.0,33.34
-9.05,-0.17,1.82,-0.01,-0.05,0.01,33.36
-9.05,-0.21,1.82,-0.02,-0.05,0.02,33.36
-9.19,-0.28,1.87,0.04,-0.02,0.02,33.37
-9.02,-0.2,1.91,-0.01,-0.02,0.01,33.36
-9.05,-0.13,1.87,-0.01,-0.06,0.02,33.36
-9.05,-0.17,1.84,-0.03,-0.07,0.01,33.37
-9.0,-0.12,1.8,0.01,-0.06,0.01,33.38
-9.18,-0.18,1.86,0.02,0.01,0.0,33.38
-9.06,-0.18,1.91,-0.02,-0.05,0.01,33.37
-9.1,-0.15,1.85,-0.02,-0.04,0.02,33.39
-9.03,-0.13,1.75,0.01,-0.04,0.02,33.36
-9.86,-0.85,1.44,0.27,0.45,0.01,33.39
-9.14,-0.7,0.52,-0.08,-0.15,-0.03,33.38
-9.12,0.44,0.46,-0.64,-0.06,0.26,33.4
-9.13,0.01,0.95,0.22,-0.25,-0.07,33.38
-9.16,-0.55,1.34,0.02,0.01,-0.0,33.39
-8.98,-0.57,1.95,0.07,-0.07,-0.02,33.39
-8.94,-0.46,2.26,-0.01,-0.04,0.02,33.39
-8.95,-0.35,2.09,-0.02,-0.06,0.02,33.38
-8.96,-0.29,2.23,-0.03,-0.01,0.01,33.39
-9.01,-0.41,2.13,0.04,-0.05,0.01,33.4
-8.97,-0.44,2.17,0.0,-0.08,0.01,33.4
-9.05,-0.53,2.14,-0.04,0.16,0.01,33.39
-8.97,-0.48,2.04,0.01,-0.05,0.01,33.4
-8.94,-0.47,2.08,-0.05,-0.0,0.03,33.42
-8.89,-0.48,2.0,-0.0,-0.07,0.02,33.42
-9.13,-0.45,2.27,0.02,-0.05,0.01,33.42
-8.95,-0.35,2.15,-0.02,-0.03,0.01,33.42
-9.03,-0.49,2.2,-0.03,-0.08,-0.01,33.43
-9.05,-0.49,2.28,-0.01,-0.11,0.01,33.44
-8.96,-0.55,2.14,-0.03,-0.01,0.02,33.43
-9.01,-0.43,2.09,-0.02,-0.07,0.02,33.45
-9.05,-0.45,2.3,-0.02,-0.11,-0.0,33.45
-8.95,-0.58,2.16,-0.0,-0.04,0.0,33.42
-9.0,-0.58,2.08,0.0,-0.04,0.03,33.45
-8.87,-0.38,2.25,-0.01,-0.09,0.01,33.44
-9.07,-0.63,2.21,-0.03,-0.05,0.01,33.44
-8.95,-0.4,2.18,0.02,-0.03,0.04,33.44
-8.95,-0.45,2.38,0.0,-0.06,0.0,33.46
-8.99,-0.57,2.23,-0.01,-0.03,0.01,33.44
-9.0,-0.69,2.14,-0.03,-0.01,0.02,33.43
-8.94,-0.6,2.2,-0.01,-0.05,0.01,33.45
-8.9,-0.62,2.27,-0.01,-0.06,0.01,33.46
-8.97,-0.62,2.21,0.01,0.01,0.01,33.48
-8.93,-0.61,2.14,-0.02,-0.04,0.01,33.48
-8.91,-0.59,2.2,-0.01,-0.07,0.01,33.48
-8.91,-0.8,2.29,-0.05,-0.13,0.02,33.48
-8.94,0.08,0.53,-0.14,0.15,0.08,33.49
-9.05,0.57,0.62,-0.04,-0.16,-0.16,33.5
-8.98,-0.85,0.94,0.21,-0.12,-0.03,33.49
-9.06,0.22,1.41,0.03,-0.05,0.04,33.49
-9.06,0.22,1.78,-0.06,-0.05,-0.01,33.5
-9.04,0.16,1.68,-0.03,-0.06,0.02,33.5
-9.02,0.03,2.0,0.14,0.02,-0.04,33.49
-9.27,-0.14,1.66,0.01,-0.07,0.0,33.5
-8.99,-0.37,1.9,0.01,-0.05,-0.01,33.51
-9.02,-0.31,1.97,0.03,-0.0,0.03,33.52
-9.04,-0.29,1.94,0.01,-0.05,0.03,33.53
-9.01,-0.14,1.93,-0.02,-0.04,0.01,33.52
-9.05,-0.23,2.02,0.0,-0.11,0.01,33.52
-8.91,-0.13,1.96,-0.02,-0.01,0.02,33.53
-9.03,-0.25,1.93,-0.02,-0.06,0.03,33.51
-8.95,-0.15,1.99,-0.0,-0.03,0.01,33.51
-9.07,-0.1,1.73,-0.0,-0.1,0.04,33.53
-9.05,-0.09,1.91,-0.03,-0.05,0.01,33.52
-8.98,-0.11,1.88,-0.02,0.04,0.0,33.55
-9.0,0.01,1.91,-0.03,-0.04,0.03,33.55
-9.03,-0.22,1.99,-0.02,-0.06,0.01,33.54
-9.05,-0.18,1.82,-0.04,-0.08,0.02,33.53
-8.9,0.04,1.88,-0.01,-0.01,-0.01,33.52
-8.99,-0.09,1.9,-0.03,-0.03,0.02,33.54
-9.07,-0.13,1.84,-0.02,-0.04,0.01,33.53
-9.12,-0.39,1.75,-0.01,-0.1,-0.01,33.53
-9.1,-0.35,1.91,-0.0,-0.02,0.01,33.54
-9.06,-0.23,1.8,-0.01,-0.04,0.04,33.54
-9.21,-0.26,1.72,-0.05,-0.11,0.01,33.55
-9.03,-0.22,1.87,0.03,-0.02,0.0,33.55
-9.06,-0.28,1.91,-0.02,-0.01,0.01,33.56
-9.0,-0.16,2.02,0.01,-0.04,0.01,33.56
-8.98,-0.16,1.92,-0.03,-0.05,0.01,33.58
-9.0,-0.13,2.2,-0.04,-0.12,0.03,33.57
-9.05,-0.22,1.88,0.01,-0.02,0.01,33.58
-8.98,-0.26,1.92,-0.01,-0.04,0.02,33.57
-9.07,-0.21,1.93,0.01,-0.1,0.02,33.59
-9.02,-0.2,1.85,-0.0,-0.03,0.01,33.58
-9.07,-0.27,1.87,0.02,-0.05,0.01,33.59
-9.29,-0.13,1.12,0.1,0.02,-0.14,33.6
-9.12,-0.45,0.93,0.22,-0.19,0.18,33.6
-8.9,1.16,1.73,-0.18,0.03,-0.07,33.6
-8.92,-1.34,0.81,0.09,0.19,-0.11,33.58
-9.08,0.21,0.94,-0.07,-0.11,0.02,33.6
-9.21,-0.08,1.56,-0.05,-0.03,0.05,33.6
-9.05,-0.1,1.9,0.04,-0.13,0.03,33.59
-9.04,-0.04,1.75,-0.04,-0.09,0.0,33.6
-9.02,0.04,1.73,-0.08,-0.08,0.03,33.6
-8.98,-0.03,1.78,0.02,-0.01,-0.0,33.61
-9.03,0.06,1.92,-0.05,-0.06,0.03,33.61
-8.97,-0.03,2.03,-0.01,-0.08,0.01,33.59
-9.04,-0.05,1.9,-0.02,-0.08,0.02,33.62
-9.11,-0.1,1.9,-0.01,-0.03,0.02,33.62
-9.09,-0.15,1.81,-0.01,-0.05,-0.01,33.63
-9.1,-0.26,1.78,-0.02,-0.07,0.02,33.61
-9.06,-0.26,1.62,0.04,-0.03,0.03,33.64
-9.1,-0.1,1.88,-0.02,-0.01,-0.0,33.63
-9.1,-0.19,1.89,0.02,-0.03,0.07,33.64
-9.02,-0.0,1.9,-0.02,-0.08,0.02,33.64
-9.05,0.1,1.88,-0.04,-0.06,0.03,33.65
-9.03,-0.05,2.02,-0.15,-0.13,0.02,33.64
-9.16,0.04,1.56,0.06,-0.03,-0.02,33.65
-9.07,-0.28,1.61,-0.0,-0.08,0.01,33.65
-9.13,-0.14,1.72,-0.03,-0.1,0.03,33.65
-9.05,-0.18,1.9,0.01,-0.05,0.0,33.65
-9.04,-0.15,2.0,-0.01,-0.07,0.02,33.65
-9.01,-0.15,1.75,0.0,-0.03,0.02,33.65
-9.0,-0.22,1.82,-0.01,-0.04,0.01,33.67
-9.06,-0.12,1.8,-0.02,-0.07,0.01,33.64
-9.06,-0.16,1.8,-0.01,-0.08,0.04,33.65
-9.02,-0.21,1.72,-0.01,-0.04,0.0,33.69
-9.22,-0.2,1.69,-0.02,-0.07,0.0,33.67
-9.06,-0.17,1.7,-0.02,-0.05,0.02,33.67
-9.01,-0.11,1.79,-0.03,-0.02,0.02,33.67
-9.15,-0.12,1.83,-0.03,-0.08,-0.0,33.67
-9.05,-0.19,1.98,-0.01,-0.06,0.02,33.66
-8.94,-0.33,1.93,0.0,-0.06,-0.02,33.67
-9.05,-0.33,2.1,0.06,-0.06,-0.03,33.68
-9.09,-0.4,2.12,-0.03,-0.05,0.01,33.69
-9.0,-0.24,1.89,-0.05,-0.05,0.04,33.67
-9.06,-0.12,1.93,-0.02,-0.06,0.02,33.67
-9.1,-0.3,1.89,0.08,-0.08,-0.03,33.66
-9.16,-0.2,2.6,-0.15,-0.01,0.06,33.67
-8.96,0.05,1.96,-0.04,-0.01,0.07,33.67
-8.75,1.22,1.66,-0.2,0.13,0.02,33.69
-8.81,-1.08,0.89,-0.1,0.13,-0.11,33.68
-9.11,0.38,1.27,-0.22,-0.02,0.09,33.67
-9.12,-0.02,1.24,0.14,-0.05,-0.08,33.68
-9.01,0.88,1.06,-0.48,0.04,0.26,33.69
-9.06,1.2,0.71,0.0,-0.13,-0.0,33.67
-9.02,1.23,0.53,0.55,-0.09,-0.05,33.69
-9.2,0.78,1.12,-0.05,-0.11,0.01,33.69
-9.13,0.62,1.53,-0.05,-0.05,-0.05,33.71
-8.85,1.09,1.3,-0.13,0.14,0.08,33.7
-9.05,1.44,0.9,0.19,-0.01,0.01,33.7
-8.99,1.35,1.4,0.06,-0.12,-0.03,33.69
-9.04,1.37,1.17,0.01,-0.04,0.03,33.72
-9.17,0.99,1.08,-0.21,-0.09,-0.07,33.72
-9.13,0.45,1.44,0.11,0.01,-0.03,33.71
-9.1,0.5,1.47,-0.03,-0.04,0.03,33.7
-9.07,0.66,1.57,0.04,-0.04,0.02,33.72
-9.1,0.79,1.51,0.03,-0.06,-0.0,33.72
-9.12,0.66,1.34,-0.02,0.07,-0.04,33.71
-9.18,-0.48,1.51,0.09,-0.08,-0.13,33.73
-9.05,-0.16,1.64,-0.04,-0.06,0.03,33.75
-9.13,-0.28,1.46,-0.02,-0.04,0.01,33.74
-9.08,-0.06,1.78,-0.03,-0.1,-0.01,33.72
-9.21,-0.11,1.59,0.02,-0.04,0.04,33.74
-9.12,-0.07,1.63,-0.03,-0.08,0.01,33.74
-8.98,-0.55,0.72,0.26,0.27,-0.14,33.75
-8.63,-0.11,-0.4,0.58,-0.03,0.28,33.74
-9.08,0.29,0.88,0.25,-0.06,0.05,33.75
-9.0,-1.16,0.57,0.23,0.11,-0.16,33.73
-9.68,-1.06,0.22,0.08,-0.21,0.32,33.75
-8.88,-0.88,0.25,0.35,-0.12,0.01,33.73
-9.1,-1.1,0.29,-0.05,-0.05,0.01,33.75
-9.29,-1.24,0.1,0.06,-0.14,0.04,33.77
-9.25,-1.5,0.35,-0.06,-0.11,-0.05,33.77
-8.47,1.03,1.01,-0.85,-0.21,0.13,33.76
-9.33,-2.01,0.41,-0.1,-0.07,-0.17,33.76
-8.75,-0.85,0.73,1.43,-0.17,0.14,33.75
-9.12,-0.99,-1.71,0.38,0.09,-0.06,33.77
-8.26,1.13,0.11,0.39,-0.04,0.22,33.75
-8.38,-1.36,-0.28,-0.77,0.02,0.02,33.76
-9.48,-0.25,-0.92,0.75,-0.14,-0.12,33.76
-9.36,-0.18,-1.13,-0.72,-0.06,0.17,33.77
-8.98,-0.78,0.22,-0.38,-0.11,-0.13,33.76
-8.98,0.05,1.42,-0.08,-0.07,0.06,33.78
-8.98,-0.1,1.72,0.03,-0.12,-0.05,33.77
-9.11,-0.11,1.44,-0.0,0.03,0.02,33.79
-9.14,0.11,0.96,0.08,0.01,-0.02,33.79
-9.11,0.51,1.41,0.12,-0.08,-0.01,33.78
-9.33,0.15,1.77,0.09,-0.1,-0.03,33.79
-9.22,-0.09,1.04,0.12,-0.03,-0.04,33.8
-9.08,-0.12,1.59,-0.09,-0.05,0.03,33.79
-9.21,-0.19,1.31,0.05,-0.02,0.01,33.8
-9.12,-0.55,0.96,0.73,0.01,-0.16,33.81
-9.54,-0.17,-0.16,1.68,-0.16,-0.13,33.79
-9.07,-1.25,1.01,0.42,0.03,-0.13,33.82
-9.04,-1.09,0.33,-0.16,-0.01,0.1,33.81
-9.12,-1.81,0.76,-0.27,-0.06,0.18,33.79
-9.05,0.21,1.11,0.87,0.02,-0.02,33.82
-9.16,0.68,0.96,-0.69,-0.25,0.13,33.82
-9.45,0.14,0.32,-0.54,-0.02,0.1,33.82
-9.04,0.27,1.18,0.13,-0.07,-0.02,33.83
-9.35,0.3,0.83,0.12,0.06,-0.01,33.83
-9.43,0.83,0.74,-0.33,-0.09,0.09,33.83
-9.3,-0.43,1.04,-0.32,0.05,0.07,33.84
-9.0,-0.64,1.09,-0.71,0.19,0.1,33.83
-9.34,-0.16,0.89,-0.3,0.1,0.07,33.83
-9.1,-0.31,1.15,0.26,-0.13,-0.0,33.82
-9.56,-0.86,1.1,-0.54,-0.11,0.05,33.82
-8.86,-1.08,0.78,0.85,-0.15,-0.28,33.82
-8.55,-1.7,1.29,0.17,-0.01,0.09,33.83
-9.14,-1.1,1.31,-0.2,-0.05,0.06,33.85
-8.96,-1.04,1.39,0.01,-0.16,0.01,33.84
-8.98,-1.1,1.45,-0.07,0.05,-0.02,33.85
-9.06,-1.28,1.67,-0.07,-0.02,0.01,33.85
-8.91,-1.01,1.73,0.01,-0.03,0.02,33.86
-8.84,-2.06,2.08,-0.51,0.17,0.12,33.84
-8.64,-1.11,1.51,-0.09,-0.05,-0.07,33.85
-8.94,-1.25,1.77,0.0,-0.21,0.06,33.85
-9.35,-0.65,1.59,-0.11,0.09,0.0,33.84
-9.44,-0.53,1.98,0.11,-0.19,0.02,33.87
-8.87,-1.51,1.73,0.14,-0.04,-0.05,33.86
-8.83,-0.06,1.5,-0.09,-0.04,-0.05,33.87
-9.52,0.6,0.73,-0.09,0.11,0.03,33.88
-8.95,-1.72,0.81,-1.04,0.13,-0.06,33.88
-8.49,1.67,0.32,1.08,-0.0,-0.03,33.87
-9.05,-0.15,-0.29,-1.44,-0.12,-0.1,33.89
-8.54,0.39,-0.61,-0.43,-0.02,-0.02,33.89
-8.65,-0.72,0.96,0.01,0.04,0.08,33.86
-8.72,0.64,-0.02,0.99,0.27,-0.07,33.88
-9.25,-1.4,-0.03,-0.04,-0.12,-0.3,33.89
-9.22,1.08,0.53,0.09,-0.02,-0.16,33.88
-8.96,-0.24,2.22,-0.21,-0.02,0.12,33.89
-8.98,0.17,2.05,0.1,-0.07,-0.02,33.87
-9.04,-0.02,2.33,-0.01,-0.1,-0.01,33.88
-8.94,-0.02,2.31,-0.0,-0.06,-0.01,33.89
-9.34,-0.72,1.24,0.09,0.05,-0.06,33.89
-8.99,-2.03,1.38,0.62,-0.22,-0.06,33.91
-8.7,0.49,1.12,1.11,0.09,-0.29,33.89
-9.58,-1.61,-0.01,0.11,-0.08,-0.17,33.92
-8.86,-1.0,1.31,-0.34,-0.17,0.16,33.9
-8.94,-0.23,1.41,-0.17,-0.18,-0.07,33.92
-9.05,0.03,2.09,-0.06,-0.09,0.02,33.92
-8.74,-0.18,3.26,-0.29,-0.2,-0.12,33.91
-9.06,0.51,2.83,0.1,-0.11,0.01,33.93
-8.84,0.51,3.3,-0.03,0.03,-0.04,33.91
-8.76,0.15,2.72,-0.08,-0.05,0.03,33.92
-9.25,0.14,1.97,-0.06,0.17,-0.06,33.91
-9.02,-0.21,1.8,0.06,-0.05,0.02,33.93
-9.1,-0.26,1.61,-0.04,-0.05,0.02,33.94
-9.11,0.01,-0.02,0.05,-0.03,0.07,33.94
-9.26,-0.39,0.91,-0.11,-0.19,0.05,33.93
-9.16,-0.52,1.08,0.13,-0.09,-0.02,33.93
-9.14,-0.52,1.07,-0.12,-0.09,0.1,33.93
-9.19,-0.64,1.13,0.83,0.02,-0.06,33.94
-9.03,-1.07,0.84,0.29,-0.08,-0.06,33.92
-9.22,-1.47,1.13,-0.1,-0.18,0.02,33.94
-8.97,-1.08,1.13,0.36,0.14,0.03,33.93
-8.98,-1.66,1.11,0.9,-0.01,-0.31,33.96
-8.65,-1.09,1.18,-0.39,0.21,0.22,33.95
-9.28,-0.93,0.79,0.69,-0.42,-0.14,33.96
-9.22,-1.45,1.06,-0.02,0.05,0.05,33.95
-8.43,0.74,0.66,0.7,0.13,0.06,33.95
-8.93,-1.83,0.81,-0.84,-0.04,0.11,33.95
-9.24,0.58,0.96,-1.3,-0.04,0.24,33.96
-9.0,-0.47,1.47,-0.47,-0.12,-0.01,33.98
-9.12,-0.28,1.1,-0.41,-0.16,0.07,33.97
